연도,시도,시군구,계약종별, 1월(kWh) , 2월(kWh) , 3월(kWh) , 4월(kWh) , 5월(kWh) , 6월(kWh) 
2020,인천광역시,동구,산업용,244303420,263315751,293044486,291629739,310251394,292204331
2020,인천광역시,동구,농사용,6065,5273,4986,4911,6043,6393
2020,인천광역시,동구,가로등,420064,392885,363444,348684,331509,303762
2020,인천광역시,동구,심 야,746224,716920,607213,303795,199905,154971
2020,인천광역시,미추홀구,주택용,50187816,50155659,46580797,47163083,44438800,45796576
2020,인천광역시,미추홀구,일반용,60574356,57890304,50548431,45716796,41852561,45088312
2020,인천광역시,미추홀구,교육용,6185118,5549566,4321303,3324083,2952732,4059013
2020,인천광역시,미추홀구,산업용,39513542,38503182,37942003,34904598,30547788,33129833
2020,인천광역시,미추홀구,농사용,42810,43521,40200,34137,27529,26010
2020,인천광역시,미추홀구,가로등,1168700,1122486,998395,946637,846467,771142
2020,인천광역시,미추홀구,심 야,2658152,2471830,1998300,1529969,1629135,1377424
2020,인천광역시,서구,주택용,68720199,68320885,64587432,64532601,61572451,62835012
2020,인천광역시,서구,일반용,102038424,97445800,88084861,78199636,73950149,81903104
2020,인천광역시,서구,교육용,4471660,4057028,2735614,2199723,1680960,2460947
2020,인천광역시,서구,산업용,321912447,312453711,318842023,306281592,282769007,290878179
2020,인천광역시,서구,농사용,815197,817758,718826,875618,1125825,945399
2020,인천광역시,서구,가로등,3523087,3341760,3007277,2941973,2632149,2396706
2020,인천광역시,서구,심 야,1931568,1900894,1580639,1239197,785740,519147
2020,인천광역시,남동구,주택용,67580244,67397917,62724010,63512284,59658695,61920251
2020,인천광역시,남동구,일반용,87163338,83133611,72747940,65633853,62408961,70312009
2020,인천광역시,남동구,교육용,3902321,3756261,2400323,2015774,1502370,2325973
2020,인천광역시,남동구,산업용,184047573,178969438,178801575,163650423,136103925,150849832
2020,인천광역시,남동구,농사용,1111090,1129899,919131,804289,640551,611106
2020,인천광역시,남동구,가로등,1997102,1934311,1739964,1719588,1559317,1442601
2020,인천광역시,남동구,심 야,2113013,2051972,1666165,1288037,840087,532092
2020,인천광역시,부평구,주택용,61733998,61559150,57355092,57585188,54012765,55983092
2020,인천광역시,부평구,일반용,73150335,70098457,60925349,54599696,51683987,58034951
2020,인천광역시,부평구,교육용,4077923,3810355,2563463,2094745,1577918,2326955
2020,인천광역시,부평구,산업용,63459516,61900625,62434238,55756464,51631804,55675704
2020,인천광역시,부평구,농사용,58837,59465,61166,61734,69940,76568
2020,인천광역시,부평구,가로등,1372958,1341848,1160904,1099129,1015354,932055
2020,인천광역시,부평구,심 야,2239019,2183230,1805900,1369025,916422,733120
2020,인천광역시,계양구,주택용,35044272,34854739,32566636,32686089,30639812,31681002
2020,인천광역시,계양구,일반용,42499530,40251150,35319132,31692854,30592747,33896205
2020,인천광역시,계양구,교육용,2902539,2686813,1776857,1482296,1190724,1704226
2020,인천광역시,계양구,산업용,34609022,32895005,32939698,29727797,28002623,29361253
2020,인천광역시,계양구,농사용,1035103,982097,839235,756498,688755,707059
2020,인천광역시,계양구,가로등,1207247,1195122,1031256,964592,921071,802593
2020,인천광역시,계양구,심 야,1622585,1562035,1281097,974880,682703,447184
2020,인천광역시,연수구,주택용,53079923,53001914,50360062,49931243,48405114,51494109
2020,인천광역시,연수구,일반용,66310887,61671612,55847473,50975814,50794556,57608768
2020,인천광역시,연수구,교육용,8294866,7568367,6472779,5230120,5141286,7020480
2020,인천광역시,연수구,산업용,88427931,81551839,80679829,74328255,75339789,79511919
2020,인천광역시,연수구,농사용,67619,66340,61503,55563,49677,46158
2020,인천광역시,연수구,가로등,2258622,2211930,1931054,1849147,1650908,1517306
2020,인천광역시,연수구,심 야,956408,936722,715054,461717,293740,317149
2020,인천광역시,강화군,주택용,7827540,7800356,7134029,7051262,6660093,6534715
2020,인천광역시,강화군,일반용,19749749,18887633,15990376,14153998,12574120,12210362
2020,인천광역시,강화군,교육용,1323171,1160719,837813,656964,574767,691090
2020,인천광역시,강화군,산업용,7737241,7910454,7534331,6991197,6168797,6582934
2020,인천광역시,강화군,농사용,6332159,6202734,5726194,6223552,6875476,7317218
2020,인천광역시,강화군,가로등,1059139,971261,915676,832615,744743,680169
2020,인천광역시,강화군,심 야,14981468,14968196,12255570,9631145,6755386,3959589
2020,인천광역시,옹진군,주택용,2249398,2134903,2051261,2160804,2089079,2004613
2020,인천광역시,옹진군,일반용,10846378,10614671,9341731,8769762,7888676,7388132
2020,인천광역시,옹진군,교육용,295572,203092,171709,130409,97854,100866
2020,인천광역시,옹진군,산업용,1275995,1826240,4931123,2273593,7647652,5166730
2020,인천광역시,옹진군,농사용,1525672,1552255,1367549,1658727,1273847,1146591
2020,인천광역시,옹진군,가로등,173290,161531,147298,138152,125426,112705
2020,인천광역시,옹진군,심 야,3351610,3176014,2631397,2215065,1604971,973060
2020,광주광역시,동구,주택용,13516503,13472802,12676281,12773976,12139914,12592684
2020,광주광역시,동구,일반용,33575642,32717527,28715027,26473392,25965613,29446084
2020,광주광역시,동구,교육용,3862139,3340279,2775274,2535577,2218759,2460979
2020,광주광역시,동구,산업용,2797600,2677537,2464048,2320867,2176765,2321266
2020,광주광역시,동구,농사용,102226,105071,95502,89926,80236,73487
2020,광주광역시,동구,가로등,826337,800760,770999,829688,793098,791237
2020,광주광역시,동구,심 야,1715580,1648945,1375353,1133874,837098,597244
2020,광주광역시,서구,주택용,38497380,39125323,36636130,37416283,35183269,35582710
2020,광주광역시,서구,일반용,70599285,68871446,61452640,57992047,55242996,61273303
2020,광주광역시,서구,교육용,2447088,1749769,1379103,1187219,1008515,1242322
2020,광주광역시,서구,산업용,24651183,23408909,25483353,23005804,21885741,24609174
2020,광주광역시,서구,농사용,595565,635475,602937,509083,438432,357289
2020,광주광역시,서구,가로등,1329620,1267342,1131158,1057813,980440,878752
2020,광주광역시,서구,심 야,2080784,2132508,1809295,1646127,1339343,1114216
2020,광주광역시,북구,주택용,54116088,54198001,50887693,51379516,48355643,50332426
2020,광주광역시,북구,일반용,67445792,65428494,57054733,54085065,50987836,58496883
2020,광주광역시,북구,교육용,13430311,11480376,10045464,8629633,8366223,10600123
2020,광주광역시,북구,산업용,57741039,57242458,58532356,54203156,54850151,61817507
2020,광주광역시,북구,농사용,2456485,2245417,1681125,1182858,1066282,1269475
2020,광주광역시,북구,가로등,1999100,1920132,1681262,1620001,1450822,1367418
2020,광주광역시,북구,심 야,3951470,3816272,3081560,2425817,1506691,1070908
2020,광주광역시,광산구,주택용,50194530,50884764,47454641,48908930,45999902,47176972
2020,광주광역시,광산구,일반용,69250034,66982151,59809663,56849829,54239111,60595058
2020,광주광역시,광산구,교육용,6150568,4437972,3721639,3256594,2612285,3195612
2020,광주광역시,광산구,산업용,153988196,152677641,157544079,144740295,123311210,153727696
2020,광주광역시,광산구,농사용,5753046,5503812,4498245,3424963,2419422,2488326
2020,광주광역시,광산구,가로등,2762613,2656110,2404462,2366391,2144160,2020738
2020,광주광역시,광산구,심 야,3183625,3102705,2585871,2036035,1245525,868752
2020,광주광역시,남구,주택용,27750038,27999732,25934740,26414761,24569915,25370743
2020,광주광역시,남구,일반용,28452684,27335493,23648529,22418299,21232241,24959393
2020,광주광역시,남구,교육용,3414870,2576301,2110297,1788133,1481678,1948138
2020,광주광역시,남구,산업용,3087453,3030925,2789781,2726804,2524200,2683365
2020,광주광역시,남구,농사용,1125692,1063841,959164,744399,575435,691797
2020,광주광역시,남구,가로등,1184554,1152689,1091649,1037008,960397,913906
2020,광주광역시,남구,심 야,2496577,2379248,2002064,1448879,676099,369921
2020,대전광역시,동구,주택용,27984771,28240995,26156350,26542357,24645071,25452303
2020,대전광역시,동구,일반용,37388723,36075356,30904596,28510868,26841641,30508240
2020,대전광역시,동구,교육용,5674467,4807215,3828106,3018365,2527917,2936494
2020,대전광역시,동구,산업용,8210598,7170431,7779700,6935138,6184863,6861799
2020,대전광역시,동구,농사용,394745,470931,427937,397270,314207,298262
2020,대전광역시,동구,가로등,1197769,1114873,1018811,1029975,940524,890774
2020,대전광역시,동구,심 야,7053539,7149263,5733059,4385262,2823379,1544618
2020,대전광역시,중구,주택용,28984161,29035092,26850358,27223244,25055269,25857887
2020,대전광역시,중구,일반용,48741993,46724589,40708436,38230572,37241081,41485163
2020,대전광역시,중구,교육용,3641002,3111507,2553946,1746642,1441312,1551939
2020,대전광역시,중구,산업용,3046949,2762051,2593698,2676410,2518112,2656952
2020,대전광역시,중구,농사용,217477,206839,175080,161926,139757,156037
2020,대전광역시,중구,가로등,984583,933999,854315,851361,785009,767204
2020,대전광역시,중구,심 야,7001750,6787799,5498677,4142627,2711409,1755771
2020,대전광역시,서구,주택용,57114772,57563573,53905005,55268408,51262342,52673706
2020,대전광역시,서구,일반용,96322143,93046332,82081791,74827138,72062560,81987649
2020,대전광역시,서구,교육용,6936723,5962422,4615258,3478707,2934155,3540705
2020,대전광역시,서구,산업용,4946388,4741220,4356977,4124270,3935494,4166434
2020,대전광역시,서구,농사용,523889,507370,430847,349411,322446,359190
2020,대전광역시,서구,가로등,2182036,2096062,1895719,1879158,1676613,1599882
2020,대전광역시,서구,심 야,6062290,5976832,4855451,3716653,2840405,2274596
2020,대전광역시,대덕구,주택용,20591050,20733625,19234207,19620784,18289476,18199824
2020,대전광역시,대덕구,일반용,34274142,33452339,30220164,27571203,25214675,27960922
2020,대전광역시,대덕구,교육용,3048896,2644418,2040079,1513677,1232584,1363250
2020,대전광역시,대덕구,산업용,171578609,172269967,176226950,161667705,153283427,171134351
2020,대전광역시,대덕구,농사용,315094,314386,292055,286064,288731,345888
2020,대전광역시,대덕구,가로등,1026992,976680,880741,842120,762971,712436
2020,대전광역시,대덕구,심 야,3396210,3236992,2705423,2146144,1477372,742031
2020,대전광역시,유성구,주택용,43357429,43526888,40948919,41813308,39089325,41672263
2020,대전광역시,유성구,일반용,111724965,105931517,96074515,89207815,90520961,105234256
2020,대전광역시,유성구,교육용,20567845,19084698,16494758,14356534,14572997,17993685
2020,대전광역시,유성구,산업용,79548201,75735536,71772493,65511705,65826094,76052571
2020,대전광역시,유성구,농사용,2128277,1860457,1575174,1398768,1186002,1223691
2020,대전광역시,유성구,가로등,2560691,2440357,2222820,2169866,1949379,1863163
2020,대전광역시,유성구,심 야,4399845,4146578,3416962,2728776,2559338,2412061
2020,울산광역시,북구,주택용,26255944,26558806,25127980,25392258,23921379,24199578
2020,울산광역시,북구,일반용,28552423,27549654,23399765,22370958,22031468,24942402
2020,울산광역시,북구,교육용,1883036,1881777,1300210,1169028,946815,1424394
2020,울산광역시,북구,산업용,139395466,121990206,154185057,137163640,115760967,135952227
2020,울산광역시,북구,농사용,1515568,1522294,1235525,1010509,878813,864374
2020,울산광역시,북구,가로등,1391832,1312481,1210514,1161446,1067946,1007125
2020,울산광역시,북구,심 야,1533057,1538763,1238008,1016756,685960,415185
2020,울산광역시,동구,주택용,18561605,18827596,17642481,17991411,16689606,16676341
2020,울산광역시,동구,일반용,19801348,19313053,16605095,15944961,15695058,17446586
2020,울산광역시,동구,교육용,1625710,1423747,1094686,960781,922799,1084475
2020,울산광역시,동구,산업용,77427051,81249020,85913373,76608833,73506688,86014419
2020,울산광역시,동구,농사용,116769,104888,108597,123162,112020,162045
2020,울산광역시,동구,가로등,754648,708435,659682,627882,573888,544260
2020,울산광역시,동구,심 야,683285,686238,562495,447741,317813,158871
2020,울산광역시,중구,주택용,27192211,27566354,25696269,26230607,24109587,24158408
2020,울산광역시,중구,일반용,29547885,28780606,24696043,23292372,22980421,26163451
2020,울산광역시,중구,교육용,1540738,1493316,1007587,897994,808270,1182956
2020,울산광역시,중구,산업용,2405162,2313869,2123066,2065917,1985998,2191902
2020,울산광역시,중구,농사용,265685,238207,195453,183464,173191,181416
2020,울산광역시,중구,가로등,1320889,1244693,1160006,1115667,1049397,998724
2020,울산광역시,중구,심 야,1151001,1160766,917994,749842,501205,361483
2020,울산광역시,남구,주택용,40332602,40803048,38505904,39382512,36412892,37222447
2020,울산광역시,남구,일반용,68801104,67057322,57103001,53356724,52339431,59101300
2020,울산광역시,남구,교육용,4373945,3725511,2960723,2488040,2430378,3287398
2020,울산광역시,남구,산업용,1248477809,1121219765,1214012689,1149097182,1202241509,1154577886
2020,울산광역시,남구,농사용,54485,52470,48451,50671,40074,37553
2020,울산광역시,남구,가로등,1303249,1243166,1131976,1088823,977353,920273
2020,울산광역시,남구,심 야,3300444,3283301,2741455,2081597,1481576,1052687
2020,울산광역시,울주군,주택용,27515800,27884623,26040908,26515275,24537792,24675308
2020,울산광역시,울주군,일반용,41876336,40228087,34712272,33256929,32057469,34529630
2020,울산광역시,울주군,교육용,8293823,7634078,6666067,6009729,6229544,7301649
2020,울산광역시,울주군,산업용,1071027657,1011195218,1072571086,1020252213,991608244,812607477
2020,울산광역시,울주군,농사용,5727482,5820066,5288150,4994882,4508040,5084564
2020,울산광역시,울주군,가로등,2230744,2137359,2026975,1983379,1876596,1827460
2020,울산광역시,울주군,심 야,7600261,7686169,6232449,5154487,3538333,2127349
2020,경기도,의정부시,주택용,55677071,55841554,51887152,52874063,49248714,51196071
2020,경기도,의정부시,일반용,71536354,67827327,57932943,51084816,48846594,55848469
2020,경기도,의정부시,교육용,5367368,4096448,3452769,2222061,1856655,2519769
2020,경기도,의정부시,산업용,24787140,22551764,21051982,19829332,19529799,20668911
2020,경기도,의정부시,농사용,347541,323496,297507,275697,261471,277331
2020,경기도,의정부시,가로등,2113057,2051533,1923450,1900168,1773507,1707637
2020,경기도,의정부시,심 야,2475626,2383634,1940461,1502594,1157867,974384
2020,경기도,광명시,주택용,32644757,32361281,30663842,30519102,28743296,29583604
2020,경기도,광명시,일반용,40285075,41234206,31590687,28230622,27199195,31077197
2020,경기도,광명시,교육용,2315882,1574938,1348397,1003840,819459,1137894
2020,경기도,광명시,산업용,22548961,19870884,22631931,19164107,17303920,18829799
2020,경기도,광명시,농사용,848128,839277,734021,660990,581190,564195
2020,경기도,광명시,가로등,1394404,1368071,1274977,1256527,1193640,1166961
2020,경기도,광명시,심 야,2088415,1991568,1633271,1233463,786770,503563
2020,경기도,평택시,주택용,71767364,71773447,66530082,67458480,63343820,66665495
2020,경기도,평택시,일반용,150825333,144754237,128272872,116086765,111003638,127023159
2020,경기도,평택시,교육용,6429243,4602053,3890630,2888489,2323570,3016235
2020,경기도,평택시,산업용,741977627,725581308,775092076,744678524,753194616,787989838
2020,경기도,평택시,농사용,16471613,16128186,14280299,15255470,18462867,19355286
2020,경기도,평택시,가로등,3754883,3611855,3223129,3141481,2828546,2695808
2020,경기도,평택시,심 야,19931898,19121767,15104250,11675172,7037893,3885000
2020,경기도,동두천시,주택용,11832250,11581380,10868073,10711421,10212534,10426378
2020,경기도,동두천시,일반용,22967589,22255811,19523292,17257146,15526750,17615446
2020,경기도,동두천시,교육용,1794485,1298628,1094516,764865,621554,673389
2020,경기도,동두천시,산업용,23460825,22573936,23586086,20356267,17765064,20954534
2020,경기도,동두천시,농사용,819148,799117,679539,616280,526863,556119
2020,경기도,동두천시,가로등,688499,651435,607377,583564,537974,512593
2020,경기도,동두천시,심 야,2653014,2578323,2113352,1606537,1039728,538059
2020,경기도,안산시,주택용,81487846,80821056,75804687,77017760,72428285,74529526
2020,경기도,안산시,일반용,112007957,107016591,93202121,83808839,78829475,87216422
2020,경기도,안산시,교육용,9994408,7532484,6619801,5530772,4497351,4703247
2020,경기도,안산시,산업용,502457100,483337596,495042732,455211117,429929813,468738571
2020,경기도,안산시,농사용,2960371,2982020,2654095,2503602,2018009,1927840
2020,경기도,안산시,가로등,3379444,3222495,2974058,2909693,2620248,2514428
2020,경기도,안산시,심 야,5144289,5075926,4222746,3386245,2298719,1515273
2020,경기도,과천시,주택용,6473591,6585016,6398157,6527419,6297273,6718951
2020,경기도,과천시,일반용,20800952,19289502,16434614,14671834,13767700,15446804
2020,경기도,과천시,교육용,1471704,1261080,873540,671203,675231,695865
2020,경기도,과천시,산업용,3568854,3420845,3465747,3457985,3623342,3771360
2020,경기도,과천시,농사용,1187972,1190222,969769,811765,665148,602887
2020,경기도,과천시,가로등,591813,558891,512170,495063,443937,421150
2020,경기도,과천시,심 야,341968,362474,332834,259981,239725,350413
2020,경기도,구리시,주택용,24203181,23803191,22529461,22272449,21165411,22437907
2020,경기도,구리시,일반용,37032363,35201821,30778704,27883912,26917535,30690162
2020,경기도,구리시,교육용,1512708,1080765,883113,708737,592346,701927
2020,경기도,구리시,산업용,10693093,10183143,9697243,21840678,3477031,9293531
2020,경기도,구리시,농사용,558736,558253,449209,440860,433847,495400
2020,경기도,구리시,가로등,967370,912165,823441,808576,731551,697352
2020,경기도,구리시,심 야,542776,531034,435650,332515,222806,131330
2020,경기도,오산시,주택용,29697561,29502979,27951630,28202655,26675440,27650495
2020,경기도,오산시,일반용,40177904,38382267,33663453,30881760,29556629,32362969
2020,경기도,오산시,교육용,3589617,2737033,2296349,1753354,1345163,1611325
2020,경기도,오산시,산업용,47470312,44376539,45250872,42664561,41964906,44394623
2020,경기도,오산시,농사용,582562,552737,466474,397516,376005,423125
2020,경기도,오산시,가로등,856486,819466,735043,708243,642850,613843
2020,경기도,오산시,심 야,2289413,2243518,1814200,1443136,996104,649830
2020,경기도,군포시,주택용,32710829,32911525,30874117,31603484,29374847,30059956
2020,경기도,군포시,일반용,40625799,39260151,35330601,32012685,29716958,33111983
2020,경기도,군포시,교육용,2734008,1998127,1750479,1288653,1004983,1101127
2020,경기도,군포시,산업용,57450963,55200334,53229828,48098056,44656351,48369141
2020,경기도,군포시,농사용,255610,267804,249283,227718,215832,228479
2020,경기도,군포시,가로등,1164203,1149431,1070376,1086591,997540,972377
2020,경기도,군포시,심 야,783951,736019,599382,470376,312631,267521
2020,경기도,의왕시,주택용,19968900,20193842,18931020,19221892,17924666,18449558
2020,경기도,의왕시,일반용,33043113,31522255,29269007,26443872,25825975,28174461
2020,경기도,의왕시,교육용,1893092,1456935,1168906,932412,781562,972273
2020,경기도,의왕시,산업용,13468646,13235799,12218966,11410238,10345719,11190292
2020,경기도,의왕시,농사용,1015934,959249,777481,658565,566582,589237
2020,경기도,의왕시,가로등,1396894,1379147,1285035,1332816,1236877,1240541
2020,경기도,의왕시,심 야,1549777,1619035,1362072,1034824,709666,300158
2020,경기도,시흥시,주택용,62728760,63132997,58915842,60262061,56697677,59475015
2020,경기도,시흥시,일반용,82540850,78387081,68850057,61073671,57260150,63581147
2020,경기도,시흥시,교육용,5026859,4574880,3667125,3044425,2579103,3722720
2020,경기도,시흥시,산업용,254965338,249839413,249570533,229357448,197509342,217141409
2020,경기도,시흥시,농사용,2251030,2209994,1923494,1775182,1596502,1513949
2020,경기도,시흥시,가로등,3209733,2934699,2639663,2663252,2291906,2162378
2020,경기도,시흥시,심 야,4225259,4150862,3389766,2628253,1688923,1010839
2020,경기도,남양주시,주택용,87499616,87885930,82247576,82854684,78067123,79852216
2020,경기도,남양주시,일반용,107670314,103485264,89256422,79502841,72394348,79478569
2020,경기도,남양주시,교육용,7697935,5322414,4569246,3281160,2668858,2830144
2020,경기도,남양주시,산업용,83203789,79343421,77479396,73987548,67455250,70985465
2020,경기도,남양주시,농사용,6886244,6622454,5521302,5035099,4416577,4471652
2020,경기도,남양주시,가로등,4392156,4177946,3853420,3768335,3478872,3353276
2020,경기도,남양주시,심 야,16394809,15734240,12655252,9736662,6382652,3468291
2020,경기도,하남시,주택용,36757337,36736703,33070314,35865581,33369668,38010960
2020,경기도,하남시,일반용,57712956,54697842,47810165,43935558,42860015,49961403
2020,경기도,하남시,교육용,2120847,1554264,1147518,821159,674210,901818
2020,경기도,하남시,산업용,43398197,41376277,43612614,42006985,43030446,44617186
2020,경기도,하남시,농사용,2912529,2853957,2321565,2054306,1739674,1738133
2020,경기도,하남시,가로등,1928529,1852064,1741021,1750057,1596283,1525429
2020,경기도,하남시,심 야,4098251,3971169,3124967,2450840,2338727,2328424
2020,경기도,양주시,주택용,25224027,24688228,23060817,22704830,21674801,22532593
2020,경기도,양주시,일반용,53702753,50027078,39180958,39360143,36343958,39746803
2020,경기도,양주시,교육용,3300690,2645627,2054066,1484621,1134229,1328123
2020,경기도,양주시,산업용,107512763,101733096,102344552,95496781,81049420,88380489
2020,경기도,양주시,농사용,9609095,9307840,7842431,7007539,5844015,5689103
2020,경기도,양주시,가로등,2630687,2519899,2407326,2352449,2167090,2116050
2020,경기도,양주시,심 야,14058404,13824181,11164759,8612936,5766078,3232506
2020,경기도,여주시,주택용,13746679,13628290,12462922,12465279,11670898,12053640
2020,경기도,여주시,일반용,33099290,31675198,28629556,26210285,24180609,26849845
2020,경기도,여주시,교육용,2500771,1920909,1597350,1151030,901316,1031135
2020,경기도,여주시,산업용,46776843,43738577,43663716,42505524,40333544,40662621
2020,경기도,여주시,농사용,21751807,21337499,17928388,16430214,15971485,16697615
2020,경기도,여주시,가로등,1232068,1193186,1145502,1151517,1057585,1042520
2020,경기도,여주시,심 야,24998212,24135930,19385585,15239091,10096922,5111760
2020,경기도,화성시,주택용,111146030,111000867,104643030,105684195,99419884,104590615
2020,경기도,화성시,일반용,211155504,201888365,187796575,171772835,165334541,183000910
2020,경기도,화성시,교육용,11146363,8609949,7037644,5393152,4339193,5540404
2020,경기도,화성시,산업용,1289603622,1266311377,1281370367,1215165370,1181627768,1239233121
2020,경기도,화성시,농사용,22490633,21530598,19237610,18288137,18156611,18033173
2020,경기도,화성시,가로등,7440785,7063270,6500858,6392832,5796011,5478020
2020,경기도,화성시,심 야,31442504,30715997,25626952,20449360,13957493,8188559
2020,경기도,파주시,주택용,56500265,56042979,53390299,52572202,50209621,51774586
2020,경기도,파주시,일반용,105656620,101098474,88108606,78974793,72580467,78603180
2020,경기도,파주시,교육용,6415398,4629551,3990787,2798565,2216902,2386177
2020,경기도,파주시,산업용,565295877,525086177,543986428,505857530,515520106,535113186
2020,경기도,파주시,농사용,16886144,16096891,13275981,12327010,14745428,13933266
2020,경기도,파주시,가로등,3531543,3435198,3151422,3016689,2731813,2534199
2020,경기도,파주시,심 야,22527927,22216528,18131004,14238817,9605581,5280028
2020,경기도,광주시,주택용,47568422,47572361,44209921,44853621,41718236,43242408
2020,경기도,광주시,일반용,72326266,68422530,58562222,52622990,48759678,53480578
2020,경기도,광주시,교육용,3532006,2567495,2134507,1529195,1233744,1442715
2020,경기도,광주시,산업용,108877893,103905466,100080088,93982614,81769312,87487693
2020,경기도,광주시,농사용,7170348,7030788,5872625,5283642,4665270,5009786
2020,경기도,광주시,가로등,2599306,2524288,2574576,2607704,2524661,2398421
2020,경기도,광주시,심 야,20672160,19724647,15549659,11991202,7760891,4522880
2020,경기도,연천군,주택용,5206005,5165229,4651313,4659007,4369656,4347876
2020,경기도,연천군,일반용,16713064,15715678,13043643,11970838,10204351,11373633
2020,경기도,연천군,교육용,752993,633323,471732,340249,281548,317583
2020,경기도,연천군,산업용,17771734,17177550,15825508,16418296,15092569,16337740
2020,경기도,연천군,농사용,6258534,5970302,5219957,5152551,6001060,6280653
2020,경기도,연천군,가로등,513918,481550,448314,417524,379431,346755
2020,경기도,연천군,심 야,11993672,11649452,9319217,7165196,4714279,2496944
2020,경기도,포천시,주택용,17912697,17736719,16223969,16099900,15020152,14794010
2020,경기도,포천시,일반용,52041994,49859977,42947794,38557154,34821113,37368338
2020,경기도,포천시,교육용,4171562,3259604,2675688,2036013,1545167,1620274
2020,경기도,포천시,산업용,148015519,139704132,139958148,136406046,115780610,120514284
2020,경기도,포천시,농사용,19808647,19250264,16725758,16014636,15611491,16240453
2020,경기도,포천시,가로등,1654143,1537911,1430745,1361122,1249206,1183949
2020,경기도,포천시,심 야,28041436,27289575,22209305,17470801,11592673,6160593
2020,경기도,가평군,주택용,7788290,7624512,7041259,7009746,6626849,6657586
2020,경기도,가평군,일반용,35600568,33686677,28802342,25758111,23651915,24286333
2020,경기도,가평군,교육용,1300711,1107771,857606,688750,589097,688992
2020,경기도,가평군,산업용,7988948,7847894,7254558,7205652,6343677,6739062
2020,경기도,가평군,농사용,3139320,3120657,2839443,2741422,2502885,2694840
2020,경기도,가평군,가로등,769498,686411,696925,694236,681348,688491
2020,경기도,가평군,심 야,17158597,16369653,13188677,10433628,7316010,4424452
2020,경기도,양평군,주택용,15061447,14934830,13737878,13716668,12896666,12886609
2020,경기도,양평군,일반용,31361062,29666393,24922170,22168321,19738850,20018242
2020,경기도,양평군,교육용,1949756,1493283,1165745,899183,674501,759162
2020,경기도,양평군,산업용,10304691,9733975,9037803,8574695,8451138,8736085
2020,경기도,양평군,농사용,11346416,11107381,9611290,9483353,9133113,10282275
2020,경기도,양평군,가로등,1036640,986097,956041,934134,908926,905973
2020,경기도,양평군,심 야,38722974,37031411,29946188,23550455,16018326,8624210
2020,경기도,이천시,주택용,26888093,26699752,24585758,24726391,23149089,24431815
2020,경기도,이천시,일반용,75207993,70698098,61321655,54760108,51387856,57750084
2020,경기도,이천시,교육용,3935533,2786594,2443646,1809267,1412107,1532404
2020,경기도,이천시,산업용,491587957,464198410,489474712,470797290,487402925,496566098
2020,경기도,이천시,농사용,29735954,28785668,24486210,21411938,18497792,18910666
2020,경기도,이천시,가로등,1606344,1495621,1396390,1311355,1210253,1132272
2020,경기도,이천시,심 야,27135223,25977300,20962144,16081480,10533251,5528458
2020,경기도,용인시,주택용,136347646,136319769,128063747,130328228,122389688,126202469
2020,경기도,용인시,일반용,240341921,232698416,210162852,191719944,187235401,206531495
2020,경기도,용인시,교육용,19679090,15318930,13242433,10418839,8836207,10601316
2020,경기도,용인시,산업용,461201394,435111044,450444222,438303244,447174964,463767520
2020,경기도,용인시,농사용,18109482,17713919,14557703,12509810,9963156,9085300
2020,경기도,용인시,가로등,5865779,5580761,5167600,5136995,4706726,4516423
2020,경기도,용인시,심 야,28345162,27444187,22542092,17779433,12811737,8663371
2020,경기도,안성시,주택용,24252972,24198901,22310193,22514231,21091263,21960120
2020,경기도,안성시,일반용,51754677,49448218,44387362,41779361,38969310,42723497
2020,경기도,안성시,교육용,6299887,5107770,4336718,3396709,2880756,3557116
2020,경기도,안성시,산업용,159302730,154512115,155343256,148642859,138721004,152109742
2020,경기도,안성시,농사용,25978545,25849077,23017069,21415697,19533760,21352038
2020,경기도,안성시,가로등,2281017,2137981,2030757,1955220,1815910,1738737
2020,경기도,안성시,심 야,25378818,24754819,20437928,16199187,10857767,5746271
2020,경기도,김포시,주택용,59139003,59840882,55660231,56855024,53147494,55281248
2020,경기도,김포시,일반용,89503443,84068146,74001804,66355086,63074413,70308486
2020,경기도,김포시,교육용,4031892,3742243,2770824,2182993,1714919,2414983
2020,경기도,김포시,산업용,202984543,198110389,190614052,180194051,152157051,159723846
2020,경기도,김포시,농사용,8512235,8340741,7438567,7823376,9978529,8937465
2020,경기도,김포시,가로등,3256742,3107884,2796355,2684271,2336761,2172273
2020,경기도,김포시,심 야,14211963,14028201,11331185,8513084,5544582,3117575
2020,경기도,부천시,주택용,102050626,101344942,95611942,95572974,90311150,94126949
2020,경기도,부천시,일반용,128672330,122142584,106353756,95937820,91753234,102896480
2020,경기도,부천시,교육용,8347307,6623562,5552633,4306584,3646091,4549871
2020,경기도,부천시,산업용,139459116,136297042,133929013,124574496,112661662,122282121
2020,경기도,부천시,농사용,557404,529631,464573,413143,360830,378198
2020,경기도,부천시,가로등,2580087,2456210,2188720,2091438,1939824,1786491
2020,경기도,부천시,심 야,2031825,1988144,1651777,1304856,1260194,1913599
2020,경기도,성남시,주택용,118996866,117690765,111831555,111581907,106070817,113464561
2020,경기도,성남시,일반용,241016108,228000766,209302151,193177429,195581352,225658651
2020,경기도,성남시,교육용,12021318,9442512,7435145,5769842,5045120,6682903
2020,경기도,성남시,산업용,75640124,72370546,72481725,66822721,68506113,74546370
