연도,시도,시군구,계약종별, 1월(kWh) , 2월(kWh) , 3월(kWh) , 4월(kWh) , 5월(kWh) , 6월(kWh) 
2020,경기도,성남시,농사용,2312383,2346444,1813803,1514277,966121,637520
2020,경기도,성남시,가로등,6203188,6023656,5631836,5556344,5185420,5023289
2020,경기도,성남시,심 야,3495262,3374562,2940264,2641768,4022576,5860150
2020,경기도,수원시,주택용,149637070,148600489,140606214,141178878,133531003,140331375
2020,경기도,수원시,일반용,267951434,255314965,232708559,213285307,213622194,240987005
2020,경기도,수원시,교육용,21916172,18151825,15889911,13093355,12249652,15216206
2020,경기도,수원시,산업용,59932734,58857229,57914018,54626906,51440050,54729837
2020,경기도,수원시,농사용,887238,828201,725345,600377,566283,551646
2020,경기도,수원시,가로등,5202737,5001095,4580429,4531742,4113513,3929077
2020,경기도,수원시,심 야,6157489,5862197,4723389,3459857,2352033,1881336
2020,경기도,안양시,주택용,67107624,66857987,62988629,63529550,59512814,61720417
2020,경기도,안양시,일반용,119919337,114456483,104698574,95981146,95957899,107030187
2020,경기도,안양시,교육용,6697240,5056636,4151447,3343892,2717357,3336219
2020,경기도,안양시,산업용,42430976,40296512,40767193,36532053,34759228,38964770
2020,경기도,안양시,농사용,73529,69328,60848,57694,49484,50358
2020,경기도,안양시,가로등,2206828,2157821,2022684,2107305,1931740,1899687
2020,경기도,안양시,심 야,1477725,1374155,1182532,999960,870327,1127370
2020,경기도,고양시,주택용,128334960,127315282,121600634,120363782,114931381,119075009
2020,경기도,고양시,일반용,210728426,200217859,157982803,143879443,137177758,153811928
2020,경기도,고양시,교육용,10789935,8066348,6914060,5537893,4626919,5359917
2020,경기도,고양시,산업용,71592986,67106911,61912183,57883486,50938308,55934059
2020,경기도,고양시,농사용,24899971,23383970,18011183,14403632,10442004,8284147
2020,경기도,고양시,가로등,5132800,4974388,4373543,4207898,3873255,3397549
2020,경기도,고양시,심 야,12959765,12589064,10218692,7995888,6048425,5098813
2020,강원도,춘천시,주택용,37047635,36799694,34370687,34306279,32164855,33260596
2020,강원도,춘천시,일반용,77695730,74297707,65848223,61179978,59279855,65513944
2020,강원도,춘천시,교육용,10806369,9054649,7544935,5983118,4700453,4664336
2020,강원도,춘천시,산업용,19734628,18643060,19070163,19642106,18923268,20788749
2020,강원도,춘천시,농사용,5583153,5491726,5296738,5098305,4293760,4060573
2020,강원도,춘천시,가로등,2201978,2123314,2018623,1965717,1933040,1924006
2020,강원도,춘천시,심 야,24027341,22982780,18824294,14539710,10261159,6400411
2020,강원도,원주시,주택용,48063449,48263724,44774700,44866736,41897801,41882336
2020,강원도,원주시,일반용,81872397,76794944,64908773,58209133,54916220,61826545
2020,강원도,원주시,교육용,7586434,6183645,4603877,3736343,3003614,4186730
2020,강원도,원주시,산업용,65556167,64018240,64915295,60289580,53980065,58341360
2020,강원도,원주시,농사용,5725027,5532769,5082732,4822290,4731907,5338998
2020,강원도,원주시,가로등,2109285,2048006,1909610,1902707,1742705,1724080
2020,강원도,원주시,심 야,33093916,31767563,25348851,19152005,12551090,6767370
2020,강원도,강릉시,주택용,28009796,28352114,26597680,26637479,24641233,24684149
2020,강원도,강릉시,일반용,55728918,54572173,47201146,44414899,42711439,46580180
2020,강원도,강릉시,교육용,4732100,3988535,3278400,2782384,2331423,2750445
2020,강원도,강릉시,산업용,65004432,62714433,69583254,64197798,56517312,62149974
2020,강원도,강릉시,농사용,4646760,4642933,4073027,3893976,3583627,3678465
2020,강원도,강릉시,가로등,2536064,2409503,2276922,2270707,2137387,2083380
2020,강원도,강릉시,심 야,18585485,18719998,15533832,12966749,8669864,5161258
2020,강원도,동해시,주택용,11560698,11842607,10994494,11199253,10349391,10275972
2020,강원도,동해시,일반용,20911943,20506425,17670658,16402777,15540466,16219666
2020,강원도,동해시,교육용,1018628,705647,574547,477840,416053,441562
2020,강원도,동해시,산업용,131749826,125651581,149511734,164653264,161219306,148326961
2020,강원도,동해시,농사용,309526,312121,286290,276853,293859,368980
2020,강원도,동해시,가로등,486644,461600,437268,437465,407973,399480
2020,강원도,동해시,심 야,5875146,6014697,4874672,4058676,2686622,1563904
2020,강원도,태백시,주택용,5538662,5625891,5195269,5260724,4849517,4642943
2020,강원도,태백시,일반용,10408445,9581636,7994555,7410066,6791276,6746972
2020,강원도,태백시,교육용,1156133,859271,757657,648278,454629,424630
2020,강원도,태백시,산업용,9176295,8751778,8908369,8603704,8107797,8339703
2020,강원도,태백시,농사용,410689,411647,393331,416010,427021,447928
2020,강원도,태백시,가로등,349402,340504,319325,315824,293569,266481
2020,강원도,태백시,심 야,4570279,4571923,3836721,3279580,2500590,1516742
2020,강원도,속초시,주택용,11207852,11417410,10692597,10813205,10026573,9894906
2020,강원도,속초시,일반용,25863431,24820566,20690151,19550755,18873634,19891044
2020,강원도,속초시,교육용,930283,718497,574304,473821,389421,450632
2020,강원도,속초시,산업용,5374063,5153196,4824034,4734153,4844968,5220328
2020,강원도,속초시,농사용,314369,308942,291278,281848,260988,300914
2020,강원도,속초시,가로등,602026,566189,513862,486432,425765,398704
2020,강원도,속초시,심 야,5356826,5497710,4523743,3754931,2640281,1601641
2020,강원도,삼척시,주택용,8374566,8513091,7794889,7981329,7404067,7325216
2020,강원도,삼척시,일반용,15755326,15409789,13111698,12394577,11896285,12701083
2020,강원도,삼척시,교육용,1770509,1512261,1228905,1017387,700240,737014
2020,강원도,삼척시,산업용,88604093,95518802,94231585,95114192,86730066,91020175
2020,강원도,삼척시,농사용,1706934,1693946,1606411,1675131,1632303,1943616
2020,강원도,삼척시,가로등,1028264,1001983,984601,1046070,1029639,1048655
2020,강원도,삼척시,심 야,5426376,5456449,4621028,3971666,2790528,1744379
2020,강원도,홍천군,주택용,8534695,8495190,7806300,7960900,7522726,7544750
2020,강원도,홍천군,일반용,26512104,24631786,19173827,17537043,16841828,18770510
2020,강원도,홍천군,교육용,1130006,899262,721972,605703,559391,721448
2020,강원도,홍천군,산업용,11378398,10456395,10455872,10313295,10517816,11632914
2020,강원도,홍천군,농사용,5888156,6156159,5872950,5779926,5486065,5854437
2020,강원도,홍천군,가로등,1248656,1263924,1252745,1366531,1355945,1413318
2020,강원도,홍천군,심 야,22131190,21770086,17725423,14363419,10152451,5651528
2020,강원도,횡성군,주택용,5885471,5848117,5381992,5467793,5161012,5112617
2020,강원도,횡성군,일반용,14122122,12195623,9753122,8922209,8344656,8805085
2020,강원도,횡성군,교육용,1300193,1011144,797082,610545,492599,601407
2020,강원도,횡성군,산업용,18291125,17621949,17884328,18276884,17787265,19177236
2020,강원도,횡성군,농사용,6619360,6664327,6399237,6083548,5475294,6239795
2020,강원도,횡성군,가로등,720525,725335,699951,739023,708722,727254
2020,강원도,횡성군,심 야,17624014,17210264,14034090,11238371,7914009,4281773
2020,강원도,영월군,주택용,4799208,4781878,4379040,4484047,4236399,4146384
2020,강원도,영월군,일반용,8968506,8670826,7351038,6703397,6142540,6329484
2020,강원도,영월군,교육용,1064241,808711,631093,453124,350833,423418
2020,강원도,영월군,산업용,60337358,59902577,69938205,79674055,76120671,67052354
2020,강원도,영월군,농사용,1719273,1722460,1661479,1694250,1602995,1831413
2020,강원도,영월군,가로등,773643,776623,735851,768250,735565,748854
2020,강원도,영월군,심 야,9161169,8814136,7096962,5711975,3982585,2134235
2020,강원도,평창군,주택용,6169107,6149758,5607307,5581755,5298700,5150766
2020,강원도,평창군,일반용,30909590,26212779,18510065,15961707,14973949,15426886
2020,강원도,평창군,교육용,1788481,1562140,1405421,1245169,1083477,1279295
2020,강원도,평창군,산업용,8177317,7724980,7449887,7175299,6836240,7162428
2020,강원도,평창군,농사용,5224984,5541233,5132702,5065001,4382918,4460034
2020,강원도,평창군,가로등,1179248,1155458,1122505,1158210,1119135,1114730
2020,강원도,평창군,심 야,20442717,20007316,16473487,13845674,10277621,6157638
2020,강원도,정선군,주택용,4869551,4872644,4445206,4544911,4249524,4139278
2020,강원도,정선군,일반용,24363481,21981487,13806359,11397489,11175947,11817137
2020,강원도,정선군,교육용,783552,578037,455963,373589,293954,309142
2020,강원도,정선군,산업용,23712946,22676606,23572284,23220462,19169941,15550329
2020,강원도,정선군,농사용,1753570,1800868,1751961,1740359,1617893,1846892
2020,강원도,정선군,가로등,820719,784669,750061,726676,684496,648630
2020,강원도,정선군,심 야,10509054,10335689,8344905,6979123,5021722,3093855
2020,강원도,철원군,주택용,5248381,5179697,4787659,4684675,4355650,4322616
2020,강원도,철원군,일반용,16985942,16240542,13445997,11870098,10322945,11495421
2020,강원도,철원군,교육용,646992,523272,413717,341205,254717,327398
2020,강원도,철원군,산업용,5199212,5108382,4800312,4568448,4267994,4756630
2020,강원도,철원군,농사용,7651886,7681220,7661646,9153624,9303192,9379648
2020,강원도,철원군,가로등,404482,377445,354084,327104,297076,273855
2020,강원도,철원군,심 야,17022922,16744699,13645780,10726120,7114949,3720409
2020,강원도,화천군,주택용,2757745,2757636,2558138,2620171,2454558,2451095
2020,강원도,화천군,일반용,12759395,12710549,10629681,9150606,8040128,8447832
2020,강원도,화천군,교육용,417403,309255,249339,191820,146170,161970
2020,강원도,화천군,산업용,2285030,2376185,2037330,1937612,1846356,1849090
2020,강원도,화천군,농사용,2644003,2644868,2553901,2452143,2265028,2395184
2020,강원도,화천군,가로등,334993,325644,300753,307485,293870,293888
2020,강원도,화천군,심 야,6484624,6316047,5143724,4189348,2873184,1641922
2020,강원도,양구군,주택용,2645348,2640252,2419894,2413901,2253552,2232803
2020,강원도,양구군,일반용,8863626,8568211,7327099,6507488,5607412,5952625
2020,강원도,양구군,교육용,729983,632164,491862,353626,241532,284533
2020,강원도,양구군,산업용,1802942,1669541,1497592,1713341,1575135,1571063
2020,강원도,양구군,농사용,1996880,1959735,2083517,2169595,2022160,2061045
2020,강원도,양구군,가로등,515457,509311,487124,491717,477675,475976
2020,강원도,양구군,심 야,6721454,6343679,5066483,4047941,2775319,1494264
2020,강원도,인제군,주택용,3963698,3924189,3640823,3653034,3415293,3341388
2020,강원도,인제군,일반용,15676509,15081469,12523753,11185094,9808967,10718116
2020,강원도,인제군,교육용,679478,502834,382522,321295,244181,256565
2020,강원도,인제군,산업용,3321893,3365657,3099622,3270854,2963050,3209360
2020,강원도,인제군,농사용,2109666,2069071,1989759,2184692,2028773,2169787
2020,강원도,인제군,가로등,882320,889747,878095,938562,904839,914061
2020,강원도,인제군,심 야,9401360,9199868,7525358,6360013,4648140,2772403
2020,강원도,고성군,주택용,3516539,3591946,3058704,3122122,2934229,2903456
2020,강원도,고성군,일반용,14281556,13705351,12180328,11256712,10358177,10773105
2020,강원도,고성군,교육용,772082,631319,520989,447896,359209,404515
2020,강원도,고성군,산업용,4378245,4017813,3851687,4034715,3776947,4178108
2020,강원도,고성군,농사용,2209765,2161846,2074656,2005113,2021810,2058055
2020,강원도,고성군,가로등,463380,429954,419637,383981,367684,338819
2020,강원도,고성군,심 야,6322475,6561855,5512400,4665537,3445672,2194515
2020,강원도,양양군,주택용,3933487,3948150,3610132,3668518,3483723,3428198
2020,강원도,양양군,일반용,13348508,12838639,10955999,10223364,9730122,10012004
2020,강원도,양양군,교육용,386441,271417,209110,171758,142517,161570
2020,강원도,양양군,산업용,3693727,3608511,3730517,3509461,3676154,3901478
2020,강원도,양양군,농사용,1835214,1720617,1602379,1582143,1501788,1680686
2020,강원도,양양군,가로등,840291,832302,874853,905523,911144,927545
2020,강원도,양양군,심 야,6177122,6245893,5185384,4534171,3305942,2108057
2020,충청북도,충주시,주택용,27796357,27650708,25582824,25788831,24046406,24663754
2020,충청북도,충주시,일반용,49834903,47475417,40515029,36970986,34503890,37145925
2020,충청북도,충주시,교육용,4830651,3642681,3080367,2215968,1729656,1824714
2020,충청북도,충주시,산업용,115458965,113634882,117190619,110779569,101028974,106807775
2020,충청북도,충주시,농사용,11063991,10580399,9512654,8993826,9381252,10385603
2020,충청북도,충주시,가로등,2932092,2914901,2750118,2868005,2738988,2770957
2020,충청북도,충주시,심 야,28007923,26253045,21338814,16337491,10039715,5009424
2020,충청북도,제천시,주택용,17091409,16956304,15612498,15650722,14701888,14652958
2020,충청북도,제천시,일반용,28559218,26885738,22853096,20546620,18746465,19647358
2020,충청북도,제천시,교육용,3169275,2532179,1958668,1496599,1239645,1618560
2020,충청북도,제천시,산업용,69440302,68395119,74126129,66020049,68692418,65125488
2020,충청북도,제천시,농사용,4234560,4111258,3790564,3440574,3184635,3488099
2020,충청북도,제천시,가로등,1506347,1431378,1402472,1340167,1286687,1255072
2020,충청북도,제천시,심 야,21685662,20729308,16911248,13123189,8577911,4308117
2020,충청북도,보은군,주택용,3971123,3977766,3579385,3606795,3354874,3293541
2020,충청북도,보은군,일반용,7856390,7522534,6362536,5797439,5116164,5194797
2020,충청북도,보은군,교육용,631914,418367,316865,241599,185783,220205
2020,충청북도,보은군,산업용,13294522,12698546,12932873,12530526,11980260,12615117
2020,충청북도,보은군,농사용,4386038,4280493,3838845,3701032,3855336,4415031
2020,충청북도,보은군,가로등,640120,641867,650913,712999,682183,691191
2020,충청북도,보은군,심 야,7424805,7132211,5671066,4371202,2862855,1473940
2020,충청북도,옥천군,주택용,5897490,5949609,5410157,5428713,5052417,5001108
2020,충청북도,옥천군,일반용,10486767,10354155,8846409,7858372,7025745,7298551
2020,충청북도,옥천군,교육용,773986,608508,474697,323251,242297,250991
2020,충청북도,옥천군,산업용,30231083,28446287,28849332,26968096,24831215,25679460
2020,충청북도,옥천군,농사용,4957117,5033910,4697367,4424369,4025814,4481221
2020,충청북도,옥천군,가로등,739964,701409,701364,699635,658822,639093
2020,충청북도,옥천군,심 야,7768143,7678966,6130123,4720586,3060424,1482814
2020,충청북도,영동군,주택용,5606292,5681785,5152536,5257832,4926680,4779604
2020,충청북도,영동군,일반용,8763214,8566173,7336965,6619262,5969589,5960882
2020,충청북도,영동군,교육용,1068474,878323,695855,535027,405649,428709
2020,충청북도,영동군,산업용,13361789,12899694,13399241,13088338,11616018,11867525
2020,충청북도,영동군,농사용,5440291,4826923,4287204,4499034,4441817,4895717
2020,충청북도,영동군,가로등,767222,737147,771017,777252,738607,701438
2020,충청북도,영동군,심 야,8662890,8601973,6996802,5569585,3874583,1909920
2020,충청북도,진천군,주택용,11240981,11162812,10187358,10242312,9581577,9878200
2020,충청북도,진천군,일반용,22348034,21727834,19574059,17547832,16316335,17804109
2020,충청북도,진천군,교육용,1684656,1164995,906658,632605,497742,587085
2020,충청북도,진천군,산업용,180872112,177562228,183583433,166957388,161563681,177155640
2020,충청북도,진천군,농사용,10743710,10222712,8690530,7650288,6792062,6385276
2020,충청북도,진천군,가로등,775514,756258,687417,696781,659405,634616
2020,충청북도,진천군,심 야,10262983,9797824,7955906,6113334,3966749,2083106
2020,충청북도,괴산군,주택용,4550402,4528833,4153089,4168127,3920011,3895121
2020,충청북도,괴산군,일반용,10762923,9462610,8092975,7392342,6859707,7620453
2020,충청북도,괴산군,교육용,2513063,2189891,1703835,1240217,939842,1079710
2020,충청북도,괴산군,산업용,17279874,16221611,16975572,16511608,14420954,15879752
2020,충청북도,괴산군,농사용,6792277,6670104,6303011,5840963,5595117,6517354
2020,충청북도,괴산군,가로등,1340809,1272612,1288146,1401580,1379954,1444274
2020,충청북도,괴산군,심 야,10002837,9407016,7599202,5883444,3808840,2001850
2020,충청북도,음성군,주택용,12773175,12660611,11577764,11565595,10790202,10990850
2020,충청북도,음성군,일반용,26418990,25283794,22342255,20367459,18641460,19789363
2020,충청북도,음성군,교육용,2324331,1937558,1522137,1126281,859770,956831
2020,충청북도,음성군,산업용,201154996,196971336,199244556,186061795,174292329,187819327
2020,충청북도,음성군,농사용,17007825,15908944,13969049,12943383,11569112,12062648
2020,충청북도,음성군,가로등,1481199,1361354,1274594,1183631,1086627,1009142
2020,충청북도,음성군,심 야,15319763,14573364,11745712,9034673,5842365,2965468
2020,충청북도,단양군,주택용,3628980,3602500,3276501,3283436,3100309,2992889
2020,충청북도,단양군,일반용,8231982,7628608,6245484,5613111,5359815,5307489
2020,충청북도,단양군,교육용,667021,435879,347694,244031,204082,236220
2020,충청북도,단양군,산업용,105410431,101079932,135105673,147378431,137747601,125129815
2020,충청북도,단양군,농사용,1181580,1204367,1220570,1186409,1200295,1332641
2020,충청북도,단양군,가로등,867416,831291,871933,877804,896041,891066
2020,충청북도,단양군,심 야,9057134,8578292,6903769,5380476,3629502,1923374
2020,충청북도,청주시,주택용,107699636,107933991,100139199,102037120,95021232,98641285
2020,충청북도,청주시,일반용,169672421,160793669,139640764,127510337,121778248,138424552
2020,충청북도,청주시,교육용,18663637,15469607,12393964,9711195,7771824,9029610
2020,충청북도,청주시,산업용,745675609,715698334,749327852,717737263,752595052,762949052
2020,충청북도,청주시,농사용,14180077,13523702,13440410,12164619,11525133,13394416
2020,충청북도,청주시,가로등,5654753,5378075,4913609,4680029,4259990,4055866
2020,충청북도,청주시,심 야,56614963,53107199,43507700,32880128,20600465,11627776
2020,충청북도,증평군,주택용,4663120,4628892,4344473,4345616,4095417,4167624
2020,충청북도,증평군,일반용,7898948,7725826,6694822,5906495,5280446,5518196
2020,충청북도,증평군,교육용,667646,430351,374252,294001,233586,257909
2020,충청북도,증평군,산업용,39766703,29803029,35136299,33040043,32805897,34947908
2020,충청북도,증평군,농사용,1367805,1352951,1238663,1174979,1114330,1287532
2020,충청북도,증평군,가로등,407535,378155,350244,323630,303446,278985
2020,충청북도,증평군,심 야,3166315,3068899,2534989,2024882,1350905,672396
2020,충청남도,아산시,주택용,40543043,40511635,37673056,38029792,35621214,36979108
2020,충청남도,아산시,일반용,61611490,58562112,49651747,45044657,41944853,46375716
2020,충청남도,아산시,교육용,9869742,8289672,6754611,5344066,4470510,6207255
2020,충청남도,아산시,산업용,1055806257,991998568,1062085985,1006246791,1003924755,1026231740
2020,충청남도,아산시,농사용,10913173,10980570,10045092,9778019,10563493,11024464
2020,충청남도,아산시,가로등,2114948,2024211,1847915,1783922,1623059,1523835
2020,충청남도,아산시,심 야,22414724,22188376,18269375,14475153,9299782,4841545
2020,충청남도,보령시,주택용,12576855,12715267,11582494,11790786,11042164,11119183
2020,충청남도,보령시,일반용,27142620,26132906,22635898,21447713,19913604,20276091
2020,충청남도,보령시,교육용,1798542,1292671,1119845,896790,707719,776058
2020,충청남도,보령시,산업용,46531001,43482292,54326347,44101548,43885442,46830102
2020,충청남도,보령시,농사용,13422687,13489226,12570451,12832969,12726651,14081710
2020,충청남도,보령시,가로등,896464,834380,761461,716909,660338,619243
2020,충청남도,보령시,심 야,15439297,15562173,12896256,10859906,7725248,4633943
2020,충청남도,공주시,주택용,12920650,12966878,11834372,11994468,11199355,11415199
2020,충청남도,공주시,일반용,27102728,26228286,22421471,20279180,18302665,19242647
2020,충청남도,공주시,교육용,3794618,3055947,2286628,1857003,1481020,1770639
2020,충청남도,공주시,산업용,38341163,36087685,38389864,36642796,35726153,39738809
2020,충청남도,공주시,농사용,11710530,11766197,10716618,9195247,8423541,10026378
2020,충청남도,공주시,가로등,1522606,1509522,1454760,1510838,1406410,1416746
2020,충청남도,공주시,심 야,14453887,14273576,11659712,9326599,6329870,3438177
2020,충청남도,서산시,주택용,23091226,23139248,21677801,21907254,20815453,21039882
2020,충청남도,서산시,일반용,40468042,39431083,35271164,32140355,29630229,31740327
2020,충청남도,서산시,교육용,2613085,1822043,1524189,1236489,974852,1125041
2020,충청남도,서산시,산업용,626112955,568218899,604371150,523250255,512799814,594033950
2020,충청남도,서산시,농사용,9745374,9541272,8830591,8093436,9388983,12913267
2020,충청남도,서산시,가로등,1110631,1050050,963124,905143,827520,765713
2020,충청남도,서산시,심 야,15878329,15601221,13077945,10874663,7498150,4332953
2020,충청남도,천안시,주택용,82936728,83483721,78302695,79804940,74335026,76777519
2020,충청남도,천안시,일반용,135411902,129094332,109086970,99311561,95079123,107003086
2020,충청남도,천안시,교육용,16985784,13556811,10711327,8034709,7296621,9130607
2020,충청남도,천안시,산업용,409290204,394818208,412130090,388274522,369740076,391885369
2020,충청남도,천안시,농사용,17879070,18568685,16811110,15367274,14090793,15629715
2020,충청남도,천안시,가로등,2699620,2572936,2400898,2336220,2124801,2002136
2020,충청남도,천안시,심 야,26884000,26050955,20848118,16225370,9924982,5281672
2020,충청남도,금산군,주택용,6128951,6152185,5550216,5593041,5112874,5096716
2020,충청남도,금산군,일반용,10371732,10515290,8971845,8147538,7510534,7899298
2020,충청남도,금산군,교육용,1434712,1028492,827535,638495,556347,587617
2020,충청남도,금산군,산업용,55760827,55936248,55355833,48377833,47796583,55953491
2020,충청남도,금산군,농사용,8108590,7743476,6972614,6013486,4693334,4617311
2020,충청남도,금산군,가로등,649961,613543,596130,593499,552480,556271
2020,충청남도,금산군,심 야,7654073,7507833,6098403,4753787,2961536,1452980
2020,충청남도,계룡시,주택용,5285951,5286348,5013392,5033911,4738414,4906424
2020,충청남도,계룡시,일반용,11515331,10979786,9900249,9107799,9181457,10369013
2020,충청남도,계룡시,교육용,455317,386765,254550,209027,168125,229813
2020,충청남도,계룡시,산업용,4732792,4571423,4503954,4362904,3987442,4467657
2020,충청남도,계룡시,농사용,354250,332502,310327,255954,249972,285739
2020,충청남도,계룡시,가로등,283461,266452,236170,217766,189592,179004
2020,충청남도,계룡시,심 야,708172,676219,514989,422872,415737,587794
2020,충청남도,논산시,주택용,14378504,14504470,13187525,13319052,12462279,12466200
2020,충청남도,논산시,일반용,25007702,24416736,21308136,19816849,18121630,19237276
2020,충청남도,논산시,교육용,3693001,2948594,2252711,1724474,1463603,1880476
2020,충청남도,논산시,산업용,48885815,48104582,48697868,48654535,45915076,49419063
2020,충청남도,논산시,농사용,27795428,27023586,26081883,18684558,17055806,18302843
2020,충청남도,논산시,가로등,945529,874943,809182,742365,674296,623620
2020,충청남도,논산시,심 야,13790789,13888466,11344029,9135070,6084974,3021121
2020,충청남도,부여군,주택용,7765956,7886790,7106707,7248944,6795230,6697472
2020,충청남도,부여군,일반용,11103423,10609411,9222398,8262603,7781431,8173848
2020,충청남도,부여군,교육용,1780938,1342543,1073267,835126,665660,824246
2020,충청남도,부여군,산업용,13152927,11073034,10326825,10985481,10746126,11948270
2020,충청남도,부여군,농사용,22369300,22576094,19024262,15771018,14367887,15763710
2020,충청남도,부여군,가로등,644233,608185,584363,571698,543898,522214
2020,충청남도,부여군,심 야,9569583,9588189,7784864,6339374,4226867,2168353
2020,충청남도,서천군,주택용,6417329,6528268,5932597,6008093,5660887,5640658
2020,충청남도,서천군,일반용,12196026,11665591,10054638,9283105,8584061,9070539
2020,충청남도,서천군,교육용,766540,490636,381470,306043,254382,314495
2020,충청남도,서천군,산업용,55367900,53303731,55924463,51821708,44422051,46189595
2020,충청남도,서천군,농사용,31803690,35265645,28868623,20091233,6132561,6677462
2020,충청남도,서천군,가로등,929848,891043,875898,830733,762467,744682
2020,충청남도,서천군,심 야,8882226,9115481,7572702,6414865,4518035,2550351
2020,충청남도,청양군,주택용,3601950,3648607,3255591,3278634,3065793,2973037
2020,충청남도,청양군,일반용,5653173,5478486,4603484,4052266,3547606,3627951
2020,충청남도,청양군,교육용,791017,620403,476816,336172,275829,333743
2020,충청남도,청양군,산업용,10560846,10683938,10844039,10509166,9528568,10628873
2020,충청남도,청양군,농사용,6409781,6442507,5900172,5028122,4959235,6214764
2020,충청남도,청양군,가로등,777259,739639,723195,729015,685948,675004
2020,충청남도,청양군,심 야,4690862,4742220,3822364,3145857,2174238,1149620
2020,충청남도,홍성군,주택용,13388236,13496488,12342376,12553011,11795402,11895252
2020,충청남도,홍성군,일반용,20429096,19789106,17113122,15491879,14288705,15661356
2020,충청남도,홍성군,교육용,2630995,2006462,1653307,1394109,1156243,1494703
2020,충청남도,홍성군,산업용,23848608,22566844,23137986,22138473,19774591,21421514
2020,충청남도,홍성군,농사용,20288784,20046892,18363089,16130190,14600724,15420559
2020,충청남도,홍성군,가로등,787814,748132,694755,708928,654910,633507
2020,충청남도,홍성군,심 야,10584064,10507419,8516864,7043399,4786264,2533402
2020,충청남도,예산군,주택용,9935325,10019408,9120531,9169275,8586939,8529186
2020,충청남도,예산군,일반용,17385881,16562950,13838624,12390574,11652024,12159779
2020,충청남도,예산군,교육용,1562042,1147625,931499,673109,551691,659227
2020,충청남도,예산군,산업용,60271148,59311736,62861382,57542071,49686452,54191320
2020,충청남도,예산군,농사용,12832364,13067924,11825193,10748727,10694822,12343007
2020,충청남도,예산군,가로등,917259,863735,807772,773560,719489,686964
2020,충청남도,예산군,심 야,11372130,11459894,9360681,7600175,5050140,2695186
2020,충청남도,당진시,주택용,22830274,22638402,21166011,21129324,20065267,20398640
2020,충청남도,당진시,일반용,33798100,32554805,28628697,26477179,24624924,26277091
2020,충청남도,당진시,교육용,2680104,2131845,1605296,1194560,1086680,1383295
2020,충청남도,당진시,산업용,909503267,889157984,925767897,867108987,847302261,814143762
2020,충청남도,당진시,농사용,12693231,12715458,11765559,12444855,20887246,20866596
2020,충청남도,당진시,가로등,1365574,1309149,1162883,1114451,1001787,937480
2020,충청남도,당진시,심 야,17163482,17195073,13834629,11560292,7771433,4203515
2020,충청남도,태안군,주택용,7571794,7614388,6970954,7067879,6651703,6509154
2020,충청남도,태안군,일반용,18383491,17819098,15846384,15623844,15059991,14706351
2020,충청남도,태안군,교육용,1089278,781795,638527,544610,454474,537006
2020,충청남도,태안군,산업용,12116621,12999713,18181652,16445522,34253725,28994180
2020,충청남도,태안군,농사용,8869834,8511766,8920061,8906956,8967651,8750223
2020,충청남도,태안군,가로등,804886,728610,694635,617392,568172,526490
2020,충청남도,태안군,심 야,11491727,11526957,9598254,8354016,6244671,3858653
2020,전라북도,군산시,주택용,34349714,34947524,32220964,32924751,30797701,30958423
2020,전라북도,군산시,일반용,57688208,55630921,49300319,46250974,42698277,46279654
2020,전라북도,군산시,교육용,4422382,3896274,3425505,2843502,2267086,2862743
2020,전라북도,군산시,산업용,552451885,463675497,380239484,348889180,347894011,300964175
2020,전라북도,군산시,농사용,5430785,5066495,4979459,5480071,8354402,10061191
2020,전라북도,군산시,가로등,2586847,2472892,2222695,2104845,1835828,1646732
2020,전라북도,군산시,심 야,14238479,14380261,11841398,9744458,6548811,3554427
2020,전라북도,익산시,주택용,34905502,35155382,32077255,32713770,30574868,30884956
2020,전라북도,익산시,일반용,49559054,48292534,41950060,38898544,35790036,38799893
2020,전라북도,익산시,교육용,7294623,6518377,5310944,4428888,3692647,4339921
2020,전라북도,익산시,산업용,143900331,137045152,143638705,138952846,135673594,144607388
2020,전라북도,익산시,농사용,16984614,17199411,15543900,13964663,13607209,17730838
2020,전라북도,익산시,가로등,1563582,1446391,1338645,1260067,1132893,1061075
2020,전라북도,익산시,심 야,21733685,21754264,17596368,14239721,9326561,4789766
2020,전라북도,정읍시,주택용,13205093,13490838,12196952,12371538,11620452,11561155
2020,전라북도,정읍시,일반용,19308844,19042698,16337644,15397702,13986509,15006669
2020,전라북도,정읍시,교육용,1646869,1539547,1153695,977025,775206,869323
2020,전라북도,정읍시,산업용,69217760,71844953,79044774,77457973,75102523,75346722
2020,전라북도,정읍시,농사용,21399900,21544364,19243156,18059598,16176536,18346854
2020,전라북도,정읍시,가로등,1687932,1557355,1508876,1462695,1385734,1319357
2020,전라북도,정읍시,심 야,10392548,10689486,8546307,7163434,4756085,2465787
2020,전라북도,남원시,주택용,9710886,9784761,8890640,8999482,8424626,8333683
2020,전라북도,남원시,일반용,16288562,15781329,13567865,12732811,11512229,12040800
2020,전라북도,남원시,교육용,1069934,1082687,707800,667314,508926,758109
2020,전라북도,남원시,산업용,13133534,12392543,12985093,13334022,12732438,13567546
2020,전라북도,남원시,농사용,11339979,11252326,10735917,10542906,9631012,10368464
2020,전라북도,남원시,가로등,1219097,1207349,1194661,1296871,1236528,1285886
