기간,자치구,합계,주택용,일반용,교육용,산업용,농사용,가로등,심야
2018.04,송파구,"204,065","70,088","110,077","4,498","16,158",230,"1,588","1,426"
2018.04,강동구,"112,807","42,608","52,329","2,356","14,029",125,899,460
2018.05,합계,"3,366,946","1,000,319","1,808,147","111,461","389,894","1,261","24,536","31,328"
2018.05,종로구,"124,308","19,180","88,449","6,684","6,090",3,759,"3,143"
2018.05,중구,"181,966","14,562","141,240","3,143","18,041",-,"1,200","3,779"
2018.05,용산구,"99,836","29,114","57,227","3,497","8,031",-,"1,057",910
2018.05,성동구,"160,144","32,582","49,386","5,475","71,596",0,908,197
2018.05,광진구,"118,819","34,393","44,730","5,845","31,505",12,787,"1,546"
2018.05,동대문구,"101,303","36,987","43,912","5,957","13,154",2,789,502
2018.05,중랑구,"78,578","38,245","32,371","1,558","5,237",24,838,305
2018.05,성북구,"103,115","43,892","37,861","11,125","8,052",8,"1,068","1,108"
2018.05,강북구,"65,883","30,212","28,749","1,553","4,463",7,460,438
2018.05,도봉구,"63,517","32,032","23,860","1,821","5,002",25,492,285
2018.05,노원구,"107,249","50,161","42,813","7,303","5,404",25,"1,135",409
2018.05,은평구,"99,887","46,343","36,130","2,044","14,080",9,662,618
2018.05,서대문구,"89,933","31,539","40,984","13,487","2,649",1,653,620
2018.05,마포구,"150,981","41,383","90,476","4,119","12,952",10,"1,094",948
2018.05,양천구,"124,314","46,809","70,004","2,019","3,879",7,"1,030",565
2018.05,강서구,"180,844","58,800","94,386","2,399","22,677",444,"1,286",852
2018.05,구로구,"133,457","42,838","58,613","1,944","28,229",13,891,929
2018.05,금천구,"116,476","23,093","71,130",843,"20,338",24,710,337
2018.05,영등포구,"193,825","42,289","125,679","1,595","18,689",3,"1,205","4,366"
2018.05,동작구,"91,326","37,968","42,645","5,080","4,400",2,703,528
2018.05,관악구,"121,547","48,098","55,416","13,323","3,136",7,964,602
2018.05,서초구,"232,298","50,162","142,421","2,977","32,923",238,"1,868","1,709"
2018.05,강남구,"320,213","64,050","228,747","2,721","19,244",61,"1,783","3,607"
2018.05,송파구,"199,809","65,503","110,865","3,256","15,945",234,"1,410","2,596"
2018.05,강동구,"107,321","40,085","50,053","1,693","14,176",99,786,428
2018.06,합계,"3,686,242","1,053,725","2,025,480","128,037","404,810","1,273","23,306","49,611"
2018.06,종로구,"139,778","20,682","99,595","7,858","6,460",2,716,"4,465"
2018.06,중구,"206,392","15,716","159,061","3,627","19,426",-,"1,200","7,362"
2018.06,용산구,"112,891","31,711","65,659","4,147","8,514",-,999,"1,860"
2018.06,성동구,"171,548","34,550","55,452","6,342","74,162",0,818,223
2018.06,광진구,"131,801","36,683","51,291","6,977","33,317",11,733,"2,789"
2018.06,동대문구,"111,425","39,265","50,145","6,695","13,907",3,729,680
2018.06,중랑구,"84,807","39,845","36,467","1,810","5,480",27,776,401
2018.06,성북구,"112,306","45,754","42,581","13,300","8,617",9,976,"1,069"
2018.06,강북구,"70,672","31,256","32,248","1,732","4,691",8,417,321
2018.06,도봉구,"68,216","33,149","27,081","2,016","5,206",24,467,273
2018.06,노원구,"116,781","52,133","48,594","8,381","6,128",24,"1,065",456
2018.06,은평구,"106,409","47,890","40,147","2,471","14,788",9,611,493
2018.06,서대문구,"98,221","32,874","46,373","14,877","2,762",1,605,731
2018.06,마포구,"165,473","44,796","98,707","4,657","14,921",9,"1,027","1,356"
2018.06,양천구,"129,571","48,362","73,808","2,063","3,345",6,"1,010",977
2018.06,강서구,"189,846","61,500","101,517","2,732","21,380",490,"1,221","1,006"
2018.06,구로구,"145,025","44,399","66,097","2,283","29,628",14,821,"1,782"
2018.06,금천구,"126,130","23,710","78,198",942,"21,818",21,669,770
2018.06,영등포구,"213,114","44,731","139,074","1,691","19,090",3,"1,303","7,221"
2018.06,동작구,"100,379","39,979","48,528","5,971","4,565",2,652,682
2018.06,관악구,"131,794","50,611","61,824","14,705","3,221",6,931,496
2018.06,서초구,"258,604","53,769","160,404","3,737","35,310",224,"1,835","3,326"
2018.06,강남구,"357,361","68,755","259,952","3,323","17,276",60,"1,684","6,311"
2018.06,송파구,"220,144","69,326","125,144","3,669","16,473",228,"1,325","3,979"
2018.06,강동구,"117,555","42,277","57,531","2,031","14,329",92,715,579
2018.07,합계,"4,260,544","1,211,149","2,357,575","148,409","446,290","1,377","22,899","72,845"
2018.07,종로구,"163,019","24,096","116,313","9,020","6,488",2,698,"6,403"
2018.07,중구,"243,313","18,472","187,491","4,120","21,009",-,"1,128","11,093"
2018.07,용산구,"132,906","37,414","77,443","4,852","9,164",-,989,"3,044"
2018.07,성동구,"190,099","38,628","64,362","7,314","78,667",0,846,282
2018.07,광진구,"153,875","43,068","59,631","8,100","38,387",11,712,"3,967"
2018.07,동대문구,"126,400","43,943","57,586","7,726","15,556",5,728,856
2018.07,중랑구,"95,759","44,708","41,343","2,178","6,205",26,775,524
2018.07,성북구,"124,489","50,269","48,102","14,705","9,305",8,982,"1,117"
2018.07,강북구,"78,678","34,191","36,769","2,070","4,919",7,421,301
2018.07,도봉구,"76,514","36,744","30,965","2,474","5,516",22,457,336
2018.07,노원구,"131,276","58,408","55,300","9,245","6,653",24,"1,037",608
2018.07,은평구,"118,996","52,722","45,729","3,221","16,189",9,608,518
2018.07,서대문구,"114,248","38,382","54,203","17,136","2,907",1,600,"1,019"
2018.07,마포구,"194,447","52,067","115,650","5,315","18,225",10,986,"2,195"
2018.07,양천구,"147,659","55,687","81,940","2,742","4,039",6,985,"2,259"
2018.07,강서구,"217,778","69,127","118,270","3,452","23,326",571,"1,194","1,837"
2018.07,구로구,"167,767","50,864","79,657","2,791","31,080",14,820,"2,541"
2018.07,금천구,"148,096","26,740","93,208","1,290","24,958",21,676,"1,202"
2018.07,영등포구,"252,460","53,518","164,411","2,174","20,895",3,"1,280","10,180"
2018.07,동작구,"114,192","45,253","55,551","6,738","5,012",3,646,990
2018.07,관악구,"147,732","57,024","69,733","16,114","3,496",6,922,437
2018.07,서초구,"302,494","64,936","185,988","4,191","40,207",224,"1,781","5,167"
2018.07,강남구,"427,233","86,607","305,201","4,152","20,105",61,"1,648","9,460"
2018.07,송파구,"255,054","79,139","146,065","4,653","18,051",248,"1,286","5,612"
2018.07,강동구,"136,058","49,140","66,663","2,636","15,932",96,693,898
2018.08,합계,"5,394,746","1,810,791","2,810,493","160,286","503,153","1,581","24,136","84,307"
2018.08,종로구,"197,366","34,169","137,591","10,089","7,440",2,801,"7,274"
2018.08,중구,"278,837","27,323","210,077","4,402","23,560",-,"1,188","12,287"
2018.08,용산구,"170,258","56,903","92,243","5,398","10,932",-,"1,047","3,735"
2018.08,성동구,"238,186","60,293","77,322","7,563","91,788",0,848,372
2018.08,광진구,"196,843","65,680","73,161","8,128","44,724",11,734,"4,404"
2018.08,동대문구,"169,107","68,229","72,178","8,665","18,438",7,748,842
2018.08,중랑구,"132,690","69,475","51,935","2,189","7,781",32,798,481
2018.08,성북구,"165,813","77,163","59,897","16,280","10,293",9,"1,038","1,132"
2018.08,강북구,"107,435","52,150","46,509","2,216","5,777",9,450,324
2018.08,도봉구,"104,345","55,860","38,870","2,561","6,221",27,483,324
2018.08,노원구,"172,937","86,035","67,417","10,388","7,296",29,"1,065",707
2018.08,은평구,"161,855","79,428","58,025","3,094","20,117",12,636,542
2018.08,서대문구,"143,343","55,489","64,748","18,004","3,195",2,628,"1,278"
2018.08,마포구,"244,233","78,828","136,650","5,468","19,471",13,"1,060","2,743"
2018.08,양천구,"188,030","80,828","95,656","2,855","4,457",5,"1,027","3,201"
2018.08,강서구,"277,837","104,584","141,181","3,397","24,732",607,"1,270","2,065"
2018.08,구로구,"208,964","75,810","93,258","2,729","33,596",21,829,"2,721"
2018.08,금천구,"176,976","40,675","105,504","1,221","27,410",22,683,"1,461"
2018.08,영등포구,"304,965","76,824","189,847","2,354","22,816",3,"1,334","11,786"
2018.08,동작구,"151,123","68,617","67,764","7,404","5,333",3,684,"1,318"
2018.08,관악구,"198,531","85,806","87,491","19,740","4,086",9,951,448
2018.08,서초구,"378,266","94,861","224,354","4,675","45,769",299,"1,923","6,386"
2018.08,강남구,"525,585","121,369","366,428","4,002","21,425",80,"1,773","10,509"
2018.08,송파구,"325,069","120,454","170,840","4,941","20,141",258,"1,395","7,040"
2018.08,강동구,"176,152","73,939","81,547","2,522","16,353",122,744,926
2018.09,합계,"4,262,672","1,291,085","2,292,424","147,206","452,073","1,442","25,502","52,940"
2018.09,종로구,"156,693","24,781","108,902","9,131","7,285",2,760,"5,833"
2018.09,중구,"220,287","19,187","166,581","3,873","22,444",-,"1,177","7,025"
2018.09,용산구,"132,380","39,587","74,441","5,081","10,053",-,"1,114","2,105"
2018.09,성동구,"196,238","44,049","62,761","6,392","81,898",0,898,241
2018.09,광진구,"153,935","45,252","58,182","6,870","40,228",10,795,"2,598"
2018.09,동대문구,"133,938","48,874","59,669","7,404","16,694",5,835,457
2018.09,중랑구,"101,967","48,207","42,895","2,384","7,155",33,850,443
2018.09,성북구,"131,614","56,581","50,043","14,088","9,032",10,"1,094",765
2018.09,강북구,"85,730","38,801","38,673","2,112","5,346",8,469,321
2018.09,도봉구,"80,346","39,293","31,929","2,539","5,862",26,516,182
2018.09,노원구,"135,767","62,181","55,728","9,567","6,809",28,"1,109",345
2018.09,은평구,"130,701","60,533","48,463","3,320","17,328",12,680,366
2018.09,서대문구,"111,103","39,709","52,170","14,828","2,935",1,687,772
2018.09,마포구,"190,089","53,502","114,064","5,104","15,052",11,"1,137","1,219"
2018.09,양천구,"158,748","60,966","86,850","2,893","4,069",5,"1,064","2,902"
2018.09,강서구,"224,726","76,887","117,043","3,754","23,731",561,"1,333","1,417"
2018.09,구로구,"162,145","53,717","73,068","2,801","30,320",21,886,"1,332"
2018.09,금천구,"139,985","29,560","83,406","1,326","23,815",20,724,"1,134"
2018.09,영등포구,"236,532","54,601","150,618","2,293","20,252",3,"1,454","7,311"
2018.09,동작구,"117,661","48,778","55,971","6,632","4,825",2,743,709
2018.09,관악구,"159,802","63,139","73,272","18,167","3,802",7,979,435
2018.09,서초구,"300,239","63,109","184,841","4,786","41,065",268,"2,007","4,162"
2018.09,강남구,"406,812","81,334","293,296","4,342","19,805",72,"1,891","6,072"
2018.09,송파구,"261,596","88,660","143,948","4,879","17,945",225,"1,516","4,423"
2018.09,강동구,"133,637","49,796","65,611","2,640","14,323",112,782,372
2018.1,합계,"3,320,082","1,000,841","1,778,142","107,535","383,642","1,181","27,348","21,394"
2018.1,종로구,"118,776","18,568","85,751","6,547","5,278",2,825,"1,805"
2018.1,중구,"172,923","14,641","135,481","2,948","16,687",-,"1,177","1,988"
2018.1,용산구,"99,823","29,119","56,575","3,485","8,326",-,"1,181","1,136"
2018.1,성동구,"157,582","31,919","49,100","5,122","70,357",0,974,109
2018.1,광진구,"116,446","34,379","43,799","5,548","31,293",10,856,561
2018.1,동대문구,"101,259","37,491","43,950","5,868","12,768",3,923,256
2018.1,중랑구,"78,673","38,473","32,183","1,399","5,471",24,944,179
2018.1,성북구,"100,058","42,676","37,266","10,868","7,395",7,"1,181",664
2018.1,강북구,"65,268","29,713","28,775","1,415","4,521",8,531,306
2018.1,도봉구,"62,725","31,755","23,696","1,734","4,780",21,557,182
2018.1,노원구,"107,098","49,668","42,831","7,157","5,998",27,"1,178",239
2018.1,은평구,"100,588","46,383","36,209","1,999","14,965",8,766,256
2018.1,서대문구,"88,956","32,288","40,337","12,586","2,590",1,752,402
2018.1,마포구,"150,766","41,342","91,935","3,930","11,713",9,"1,231",606
2018.1,양천구,"123,987","46,162","70,213","1,984","3,132",4,"1,145","1,347"
2018.1,강서구,"182,268","59,473","94,579","2,188","22,974",455,"1,428","1,170"
2018.1,구로구,"130,005","42,467","57,332","1,899","26,990",16,942,357
2018.1,금천구,"114,210","22,884","69,976",749,"19,237",20,761,583
2018.1,영등포구,"188,853","42,413","122,709","1,503","17,951",3,"1,579","2,696"
2018.1,동작구,"91,703","38,003","43,188","4,851","4,413",2,815,432
2018.1,관악구,"121,821","48,172","55,737","13,379","3,072",6,"1,014",441
2018.1,서초구,"232,956","50,422","141,907","2,969","34,054",223,"2,090","1,291"
2018.1,강남구,"313,262","65,326","222,783","2,532","18,417",57,"2,038","2,109"
2018.1,송파구,"193,494","67,298","101,889","3,286","17,149",188,"1,614","2,071"
2018.1,강동구,"106,583","39,803","49,940","1,589","14,111",89,843,208
2018.11,합계,"3,460,909","1,054,197","1,828,025","127,621","402,654","1,366","29,347","17,700"
2018.11,종로구,"126,600","20,881","89,536","7,470","5,906",2,900,"1,906"
2018.11,중구,"177,104","15,556","137,557","3,906","18,303",-,"1,209",573
2018.11,용산구,"102,191","30,527","57,344","3,912","8,379",-,"1,285",744
2018.11,성동구,"165,842","34,046","51,085","5,768","73,715",0,"1,026",202
2018.11,광진구,"121,278","36,277","44,994","6,414","32,132",12,910,539
2018.11,동대문구,"104,960","38,510","45,033","6,660","13,415",4,986,351
2018.11,중랑구,"82,096","39,780","33,163","1,974","5,857",23,994,305
2018.11,성북구,"107,534","46,041","38,093","12,911","7,877",6,"1,248","1,357"
2018.11,강북구,"68,578","31,728","29,381","1,792","4,605",9,553,510
2018.11,도봉구,"67,613","34,540","24,616","2,243","5,232",23,613,347
2018.11,노원구,"113,445","53,820","43,326","8,811","5,746",28,"1,237",476
2018.11,은평구,"106,239","49,477","37,114","2,626","15,412",8,820,782
2018.11,서대문구,"92,290","33,471","41,085","13,934","2,609",1,804,385
2018.11,마포구,"155,234","43,951","92,829","4,660","11,738",10,"1,353",693
2018.11,양천구,"123,530","48,221","67,823","2,136","3,809",4,"1,253",284
2018.11,강서구,"188,165","60,666","97,862","2,908","23,517",561,"1,542","1,109"
2018.11,구로구,"137,178","43,837","60,126","2,563","29,198",16,"1,029",410
2018.11,금천구,"120,767","24,368","72,575","1,136","21,632",19,783,255
2018.11,영등포구,"191,549","44,452","124,100","1,737","18,041",3,"1,686","1,531"
2018.11,동작구,"95,027","40,161","43,226","5,832","4,388",3,868,550
2018.11,관악구,"127,556","51,056","56,541","14,981","3,201",9,"1,067",702
2018.11,서초구,"240,294","52,575","145,988","3,611","34,984",280,"2,255",601
2018.11,강남구,"330,074","67,456","233,182","3,566","22,079",64,"2,217","1,509"
2018.11,송파구,"204,293","71,261","109,013","3,839","16,989",178,"1,781","1,232"
2018.11,강동구,"111,471","41,541","52,435","2,231","13,889",102,928,345
2018.12,합계,"3,949,238","1,115,941","2,167,398","176,007","435,393","1,430","30,947","22,121"
2018.12,종로구,"148,064","21,966","106,636","9,648","6,167",4,941,"2,703"
2018.12,중구,"204,607","16,729","160,062","5,595","20,394",-,"1,191",637
2018.12,용산구,"116,104","32,681","67,377","5,336","8,683",-,"1,324",703
2018.12,성동구,"183,595","35,985","60,950","7,573","77,583",0,"1,112",393
2018.12,광진구,"136,121","38,512","53,123","8,677","33,983",15,993,818
2018.12,동대문구,"119,120","41,134","53,198","8,722","14,425",6,"1,074",561
2018.12,중랑구,"92,582","42,519","38,931","3,195","6,358",24,"1,093",462
2018.12,성북구,"121,150","48,255","44,591","16,587","8,296",4,"1,343","2,073"
2018.12,강북구,"76,422","33,237","34,549","2,578","4,682",12,604,761
2018.12,도봉구,"74,962","35,842","29,161","3,519","5,257",27,627,529
2018.12,노원구,"127,833","55,858","51,197","12,273","6,411",28,"1,304",763
2018.12,은평구,"116,423","51,750","43,419","4,171","15,331",11,880,862
2018.12,서대문구,"105,565","35,777","47,942","17,641","2,751",2,867,586
2018.12,마포구,"180,884","47,330","110,085","6,557","14,581",8,"1,384",938
2018.12,양천구,"133,174","50,695","73,973","3,300","3,559",6,"1,271",370
2018.12,강서구,"215,526","64,675","117,357","4,597","25,486",398,"1,623","1,391"
2018.12,구로구,"161,803","47,543","75,491","3,928","33,075",17,"1,167",582
2018.12,금천구,"138,986","25,765","86,082","1,878","24,128",22,840,272
2018.12,영등포구,"217,040","47,965","143,951","2,703","19,282",3,"1,814","1,322"
2018.12,동작구,"106,485","42,204","49,568","8,536","4,409",3,924,842
2018.12,관악구,"140,808","53,150","63,494","18,742","3,297",12,"1,103","1,010"
2018.12,서초구,"271,421","55,490","170,066","5,247","37,157",392,"2,322",746
2018.12,강남구,"390,787","71,566","281,582","5,539","28,161",103,"2,321","1,515"
2018.12,송파구,"242,850","74,996","141,820","5,823","17,404",210,"1,851",746
2018.12,강동구,"126,927","44,316","62,796","3,642","14,537",124,974,538
2019.01,합계,"4,416,889","1,215,960","2,483,535","192,509","464,109","1,766","31,453","27,557"
2019.01,종로구,"165,505","24,161","120,080","10,204","6,684",7,967,"3,403"
2019.01,중구,"224,852","18,270","175,677","5,743","23,073",-,"1,273",816
2019.01,용산구,"130,464","36,269","76,838","5,734","9,336",-,"1,355",931
2019.01,성동구,"201,405","39,924","70,175","8,011","81,595",0,"1,124",577
2019.01,광진구,"150,084","41,927","61,344","8,361","36,412",18,991,"1,031"
2019.01,동대문구,"135,701","45,403","62,833","9,613","16,001",15,"1,062",774
2019.01,중랑구,"104,585","46,440","45,625","3,630","7,198",30,"1,063",599
2019.01,성북구,"136,265","53,203","52,896","17,239","8,966",4,"1,351","2,607"
2019.01,강북구,"87,430","36,469","41,117","3,179","5,043",15,608,999
2019.01,도봉구,"84,271","38,716","34,375","4,248","5,558",37,627,710
2019.01,노원구,"143,438","60,165","60,312","13,782","6,770",30,"1,320","1,059"
2019.01,은평구,"131,762","56,656","52,614","4,584","15,830",11,888,"1,178"
2019.01,서대문구,"116,553","38,879","55,210","17,776","2,988",1,886,813
2019.01,마포구,"201,820","51,664","125,509","6,667","15,368",11,"1,427","1,175"
2019.01,양천구,"150,401","55,210","84,577","4,308","4,510",6,"1,325",465
2019.01,강서구,"239,060","70,421","134,240","5,331","25,984",403,"1,639","1,042"
2019.01,구로구,"180,922","52,098","85,976","4,055","36,920",27,"1,071",775
2019.01,금천구,"154,207","28,344","96,641","2,034","25,982",26,828,352
2019.01,영등포구,"243,014","52,239","162,709","3,433","21,365",4,"1,812","1,453"
2019.01,동작구,"118,557","46,049","56,870","9,070","4,592",3,945,"1,029"
2019.01,관악구,"160,732","58,287","73,301","22,884","3,813",16,"1,135","1,297"
2019.01,서초구,"305,045","60,117","195,367","5,975","39,682",527,"2,428",949
2019.01,강남구,"439,164","75,910","325,880","5,624","27,346",137,"2,392","1,874"
2019.01,송파구,"268,660","80,764","159,642","6,991","18,160",264,"1,929",909
2019.01,강동구,"142,990","48,374","73,727","4,033","14,934",172,"1,007",742
2019.02,합계,"4,127,699","1,181,266","2,277,815","169,269","442,187","1,625","29,458","26,079"
2019.02,종로구,"153,754","22,883","110,318","9,435","6,900",6,903,"3,309"
2019.02,중구,"200,944","17,406","155,304","4,900","21,362",-,"1,233",740
2019.02,용산구,"121,860","35,027","70,288","5,144","9,278",-,"1,263",861
2019.02,성동구,"189,139","39,009","63,858","6,697","77,937",0,"1,057",581
2019.02,광진구,"142,292","40,730","57,276","7,316","35,038",20,923,988
2019.02,동대문구,"128,385","43,912","58,956","8,128","15,668",14,979,727
2019.02,중랑구,"99,793","44,884","43,118","3,131","7,068",31,992,569
2019.02,성북구,"129,623","52,445","49,834","15,092","8,549",4,"1,251","2,449"
2019.02,강북구,"84,050","35,923","38,904","2,695","4,963",14,556,995
2019.02,도봉구,"80,264","37,993","32,090","3,659","5,246",31,574,670
2019.02,노원구,"135,183","58,834","56,086","11,728","6,215",30,"1,269","1,021"
2019.02,은평구,"127,787","55,380","50,191","4,149","16,108",11,813,"1,136"
2019.02,서대문구,"107,678","37,558","50,623","15,060","2,819",1,828,788
2019.02,마포구,"188,733","49,783","114,340","5,763","16,569",10,"1,328",940
2019.02,양천구,"144,020","53,985","80,341","3,753","4,218",6,"1,265",453
2019.02,강서구,"222,174","68,730","121,838","4,901","23,823",381,"1,553",949
2019.02,구로구,"168,903","50,616","77,634","3,707","35,131",26,"1,008",780
2019.02,금천구,"140,113","27,955","85,436","1,906","23,683",23,770,339
2019.02,영등포구,"222,144","49,868","146,361","2,832","19,936",4,"1,712","1,432"
2019.02,동작구,"111,977","45,149","52,806","7,894","4,260",3,872,994
2019.02,관악구,"153,718","57,098","69,557","21,037","3,699",16,"1,038","1,272"
2019.02,서초구,"286,714","57,365","181,896","5,473","38,282",474,"2,308",915
2019.02,강남구,"405,217","72,297","298,414","5,241","25,209",133,"2,251","1,672"
2019.02,송파구,"249,510","79,331","144,070","6,133","17,106",223,"1,811",837
2019.02,강동구,"133,725","47,107","68,278","3,493","13,120",164,901,663
2019.03,합계,"3,582,654","1,033,986","1,954,980","144,792","399,569","1,423","26,870","21,033"
2019.03,종로구,"131,098","20,039","93,294","7,662","6,731",4,807,"2,560"
2019.03,중구,"183,761","15,489","142,744","4,059","19,674",-,"1,120",675
2019.03,용산구,"103,918","30,074","59,416","4,348","8,245",-,"1,132",703
2019.03,성동구,"167,567","33,726","55,113","6,377","70,945",0,982,425
2019.03,광진구,"120,666","35,147","47,257","6,762","29,913",16,862,709
2019.03,동대문구,"110,088","38,365","49,281","7,276","13,667",9,930,559
2019.03,중랑구,"85,109","39,410","35,715","2,521","6,055",23,942,444
2019.03,성북구,"111,605","45,732","41,525","13,143","8,155",3,"1,184","1,864"
2019.03,강북구,"70,727","30,719","31,959","2,231","4,522",11,528,759
2019.03,도봉구,"67,823","32,713","26,364","2,948","4,744",23,508,523
2019.03,노원구,"116,707","51,014","47,583","10,212","5,897",27,"1,179",795
2019.03,은평구,"108,241","48,372","41,204","3,291","13,751",10,756,856
2019.03,서대문구,"95,304","33,073","43,721","14,530","2,672",1,741,567
2019.03,마포구,"163,413","42,938","99,580","5,121","13,951",8,"1,188",625
2019.03,양천구,"129,208","47,658","73,838","2,909","3,326",5,"1,118",354
2019.03,강서구,"195,439","60,652","103,849","3,862","24,376",417,"1,396",886
2019.03,구로구,"146,176","44,327","67,443","3,135","29,668",19,987,596
2019.03,금천구,"123,715","24,356","76,099","1,419","20,807",19,744,271
2019.03,영등포구,"201,886","44,589","132,694","2,282","19,142",5,"1,595","1,579"
2019.03,동작구,"96,632","38,941","45,159","6,758","4,311",3,792,667
2019.03,관악구,"130,688","48,981","59,044","17,429","3,271",13,"1,003",947
2019.03,서초구,"248,582","51,415","156,994","4,462","32,562",374,"2,050",724
2019.03,강남구,"348,301","65,944","252,053","4,115","22,503",107,"1,984","1,594"
2019.03,송파구,"210,193","69,427","116,080","5,223","16,829",192,"1,561",881
2019.03,강동구,"115,809","40,884","56,970","2,717","13,854",131,781,473
2019.04,합계,"3,591,552","1,080,013","1,913,748","140,164","408,217","1,353","25,853","22,204"
2019.04,종로구,"132,294","20,571","93,422","7,882","7,096",5,781,"2,538"
2019.04,중구,"181,408","15,778","139,768","3,603","19,883",-,"1,163","1,213"
2019.04,용산구,"104,579","31,470","58,413","4,349","8,441",-,"1,136",770
2019.04,성동구,"170,525","35,320","53,418","5,959","74,591",0,917,319
2019.04,광진구,"123,399","37,135","47,023","6,142","31,560",16,801,723
2019.04,동대문구,"110,139","39,871","47,828","6,983","14,148",8,847,454
2019.04,중랑구,"85,879","40,784","35,321","2,501","5,995",22,861,395
2019.04,성북구,"112,984","48,236","40,597","13,130","8,335",5,"1,102","1,578"
2019.04,강북구,"71,675","32,381","31,343","2,227","4,595",9,484,635
2019.04,도봉구,"69,294","34,486","25,922","2,923","5,010",27,489,437
2019.04,노원구,"117,594","53,927","46,323","9,859","5,708",30,"1,144",603
2019.04,은평구,"111,699","50,799","41,494","3,248","14,686",12,697,762
2019.04,서대문구,"94,894","34,341","43,048","13,504","2,777",1,671,553
2019.04,마포구,"162,296","44,844","96,350","4,788","14,280",8,"1,155",870
2019.04,양천구,"130,333","49,742","72,489","3,030","3,550",7,"1,121",393
2019.04,강서구,"196,339","63,425","101,819","4,012","24,367",418,"1,383",913
2019.04,구로구,"145,262","46,441","65,118","2,907","29,289",18,897,592
2019.04,금천구,"121,880","25,314","73,142","1,380","21,051",16,713,264
2019.04,영등포구,"199,689","45,483","129,371","2,388","18,909",4,"1,479","2,055"
2019.04,동작구,"98,751","41,218","45,480","6,276","4,464",3,740,572
2019.04,관악구,"133,328","52,000","59,231","16,896","3,361",13,984,843
2019.04,서초구,"248,478","52,786","153,212","4,448","34,617",350,"2,057","1,008"
2019.04,강남구,"340,424","67,079","244,699","4,125","20,525",82,"1,913","2,003"
2019.04,송파구,"212,593","73,335","113,860","4,946","17,416",178,"1,545","1,312"
2019.04,강동구,"115,816","43,248","55,055","2,657","13,561",122,773,400
2019.05,합계,"3,419,987","1,005,639","1,848,015","114,225","390,954","1,264","23,838","36,053"
2019.05,종로구,"126,808","19,157","90,325","6,730","6,192",1,723,"3,680"
2019.05,중구,"185,450","14,808","143,623","3,218","17,779",-,"1,105","4,917"
2019.05,용산구,"100,159","29,300","56,754","3,744","8,011",-,"1,047","1,304"
2019.05,성동구,"162,034","32,688","51,018","5,626","71,600",3,866,234
2019.05,광진구,"118,488","34,343","45,542","5,940","30,319",15,756,"1,573"
2019.05,동대문구,"101,360","36,708","44,148","6,066","13,184",6,768,480
2019.05,중랑구,"78,787","37,884","32,845","1,614","5,247",21,805,370
2019.05,성북구,"104,095","44,693","37,612","11,601","8,106",5,"1,029","1,050"
2019.05,강북구,"65,345","29,780","28,909","1,607","4,181",6,452,409
2019.05,도봉구,"63,330","31,814","24,183","1,885","4,690",21,451,286
2019.05,노원구,"108,543","49,696","43,941","7,535","5,817",27,"1,077",451
2019.05,은평구,"103,399","47,087","38,579","2,146","14,346",15,622,604
2019.05,서대문구,"91,598","32,159","42,080","13,342","2,672",1,620,726
2019.05,마포구,"157,506","41,641","93,789","4,174","16,192",8,"1,038",665
2019.05,양천구,"123,568","46,537","70,078","2,097","3,295",5,991,564
2019.05,강서구,"185,187","59,000","96,596","2,717","23,749",476,"1,292","1,357"
2019.05,구로구,"138,874","43,178","63,562","2,035","28,144",17,851,"1,087"
2019.05,금천구,"117,327","23,435","72,699",884,"19,349",13,677,270
2019.05,영등포구,"198,014","42,851","128,832","1,534","18,453",3,"1,361","4,980"
2019.05,동작구,"93,097","38,420","43,730","5,193","4,589",2,672,491
2019.05,관악구,"121,799","47,914","55,791","13,493","3,115",8,925,553
2019.05,서초구,"236,129","49,819","144,908","3,269","33,980",265,"1,905","1,983"
2019.05,강남구,"323,331","64,143","232,882","2,719","17,273",58,"1,730","4,526"
2019.05,송파구,"207,195","68,329","113,952","3,319","17,127",193,"1,375","2,900"
2019.05,강동구,"108,562","40,257","51,636","1,738","13,543",96,700,593
2019.06,합계,"3,676,047","1,044,560","2,025,575","127,547","405,694","1,257","22,717","48,696"
2019.06,종로구,"138,047","20,278","98,303","7,826","6,372",1,691,"4,576"
2019.06,중구,"201,646","15,576","155,741","3,672","18,332",-,"1,088","7,238"
2019.06,용산구,"110,437","31,232","63,665","4,360","8,366",-,979,"1,835"
2019.06,성동구,"170,563","33,876","55,874","6,201","73,549",6,832,225
2019.06,광진구,"128,539","35,999","50,817","6,677","31,900",13,710,"2,423"
2019.06,동대문구,"109,559","38,600","49,168","6,658","13,902",4,724,504
2019.06,중랑구,"83,478","38,794","36,367","1,764","5,351",24,770,408
2019.06,성북구,"110,723","45,749","41,343","13,268","8,503",5,964,892
2019.06,강북구,"69,030","30,418","31,891","1,726","4,305",4,418,268
2019.06,도봉구,"66,718","32,385","26,764","2,012","4,857",20,426,254
2019.06,노원구,"114,754","50,808","48,210","8,257","5,887",27,"1,017",547
2019.06,은평구,"109,220","48,053","42,487","2,479","15,012",16,588,585
2019.06,서대문구,"98,029","33,250","46,201","14,630","2,779",1,585,583
2019.06,마포구,"171,493","44,541","101,627","4,595","18,649",9,990,"1,082"
2019.06,양천구,"128,790","47,649","73,520","2,125","3,521",7,929,"1,039"
