기간,자치구,합계,주택용,일반용,교육용,산업용,농사용,가로등,심야
2016.01,합계,"4,151,770","1,180,825","2,300,588","162,880","438,094","1,546","34,470","33,366"
2016.01,종로구,"159,629","23,136","115,807","9,108","6,290",3,"1,121","4,165"
2016.01,중구,"221,014","17,044","173,594","5,082","22,752",-,"1,573",968
2016.01,용산구,"123,272","35,366","71,582","5,001","9,018",0,"1,461",845
2016.01,성동구,"169,372","35,563","76,009","7,204","48,693",0,"1,256",648
2016.01,광진구,"144,129","40,845","59,151","7,790","34,134",19,"1,095","1,096"
2016.01,동대문구,"130,374","43,789","60,971","8,328","15,002",2,"1,162","1,120"
2016.01,중랑구,"100,294","45,299","43,168","2,755","7,055",23,"1,160",834
2016.01,성북구,"132,113","53,281","50,057","15,559","8,672",7,"1,495","3,043"
2016.01,강북구,"83,326","35,932","38,677","2,470","4,325",9,646,"1,269"
2016.01,도봉구,"82,043","38,499","32,479","3,177","6,201",24,790,873
2016.01,노원구,"138,369","61,095","56,268","11,631","6,595",10,"1,539","1,231"
2016.01,은평구,"119,180","54,033","44,915","3,593","14,115",11,"1,139","1,375"
2016.01,서대문구,"110,708","37,341","51,866","16,661","2,948",6,957,929
2016.01,마포구,"181,584","49,916","110,366","5,874","12,120",11,"1,677","1,619"
2016.01,양천구,"136,487","55,170","71,651","3,263","4,291",10,"1,443",659
2016.01,강서구,"186,188","65,627","90,933","4,010","22,595",348,"1,681",993
2016.01,구로구,"177,448","50,984","84,072","3,305","36,850",21,"1,235",980
2016.01,금천구,"149,176","26,071","91,193","1,428","29,254",30,721,479
2016.01,영등포구,"232,102","50,753","153,677","2,383","21,547",7,"2,025","1,710"
2016.01,동작구,"112,439","44,281","53,273","7,814","4,811",5,"1,121","1,136"
2016.01,관악구,"150,176","56,550","67,757","18,884","4,294",11,903,"1,777"
2016.01,서초구,"311,922","57,416","192,856","4,773","52,893",312,"2,458","1,216"
2016.01,강남구,"433,535","77,780","313,405","4,470","33,159",139,"2,576","2,006"
2016.01,송파구,"230,421","75,827","130,033","5,295","15,623",199,"1,967","1,476"
2016.01,강동구,"136,466","49,229","66,829","3,021","14,857",340,"1,269",921
2016.02,합계,"4,174,917","1,197,876","2,301,067","167,618","438,642","1,704","32,714","35,297"
2016.02,종로구,"159,209","23,330","114,135","9,409","6,774",4,"1,061","4,497"
2016.02,중구,"214,756","17,222","166,513","4,761","23,708",-,"1,527","1,027"
2016.02,용산구,"125,496","35,938","72,774","5,270","9,253",0,"1,390",872
2016.02,성동구,"168,846","36,669","72,077","6,836","51,351",0,"1,180",733
2016.02,광진구,"144,635","41,285","59,648","7,251","34,234",22,"1,007","1,187"
2016.02,동대문구,"133,963","44,752","63,455","8,136","15,322",1,"1,098","1,198"
2016.02,중랑구,"103,502","46,416","44,544","3,028","7,482",27,"1,119",885
2016.02,성북구,"135,604","54,484","52,157","15,292","9,000",16,"1,414","3,243"
2016.02,강북구,"86,309","36,797","40,209","2,659","4,650",11,607,"1,376"
2016.02,도봉구,"84,392","39,083","33,783","3,551","6,233",28,742,971
2016.02,노원구,"140,727","61,744","57,847","11,789","6,476",11,"1,481","1,377"
2016.02,은평구,"123,409","55,267","47,086","4,055","14,424",10,"1,060","1,508"
2016.02,서대문구,"109,567","37,627","51,815","15,215","3,001",6,905,998
2016.02,마포구,"179,760","50,634","108,842","5,624","11,513",11,"1,578","1,559"
2016.02,양천구,"140,592","55,701","74,823","3,346","4,762",14,"1,396",550
2016.02,강서구,"190,385","67,023","93,578","4,446","22,337",347,"1,603","1,050"
2016.02,구로구,"176,197","51,613","80,768","3,598","37,945",23,"1,194","1,057"
2016.02,금천구,"143,371","26,393","85,122","1,733","28,911",35,689,488
2016.02,영등포구,"229,195","50,814","149,693","2,866","22,071",7,"1,941","1,803"
2016.02,동작구,"113,323","45,314","53,557","7,633","4,671",7,"1,035","1,107"
2016.02,관악구,"156,260","57,962","69,695","21,442","4,405",11,870,"1,874"
2016.02,서초구,"316,806","59,776","195,564","5,198","52,247",350,"2,357","1,313"
2016.02,강남구,"428,905","75,441","315,337","5,033","28,377",150,"2,435","2,132"
2016.02,송파구,"231,494","76,698","129,986","5,971","15,232",236,"1,854","1,518"
2016.02,강동구,"138,215","49,892","68,059","3,477","14,264",376,"1,172",974
2016.03,합계,"3,729,909","1,070,582","2,024,712","146,616","426,965","1,503","29,974","29,557"
2016.03,종로구,"142,049","20,694","101,740","8,164","6,827",3,954,"3,667"
2016.03,중구,"198,408","15,278","154,677","4,204","21,848",-,"1,424",977
2016.03,용산구,"109,418","31,621","62,613","4,566","8,637",0,"1,260",721
2016.03,성동구,"156,037","32,538","54,964","6,465","60,432",0,"1,085",552
2016.03,광진구,"127,063","36,668","50,973","6,792","30,707",19,932,973
2016.03,동대문구,"117,191","39,820","54,324","7,418","13,634",1,"1,005",989
2016.03,중랑구,"90,270","41,192","38,212","2,478","6,606",23,"1,028",732
2016.03,성북구,"119,578","48,369","44,773","13,740","8,730",12,"1,317","2,637"
2016.03,강북구,"74,744","32,632","33,948","2,200","4,269",9,563,"1,123"
2016.03,도봉구,"73,452","34,670","28,594","2,915","5,813",27,671,762
2016.03,노원구,"123,466","55,325","49,223","10,219","6,207",10,"1,390","1,092"
2016.03,은평구,"108,326","49,406","39,800","3,216","13,722",10,992,"1,180"
2016.03,서대문구,"98,901","33,773","45,816","14,801","2,851",5,835,819
2016.03,마포구,"163,517","44,733","98,954","5,294","11,691",11,"1,423","1,411"
2016.03,양천구,"126,005","50,406","66,947","2,717","4,199",10,"1,252",473
2016.03,강서구,"168,635","59,977","80,313","3,478","22,227",386,"1,442",812
2016.03,구로구,"154,687","46,206","70,475","3,125","32,883",19,"1,123",856
2016.03,금천구,"131,140","23,477","78,016","1,438","27,134",30,667,378
2016.03,영등포구,"208,704","45,880","136,474","2,172","20,513",7,"1,794","1,865"
2016.03,동작구,"100,674","40,460","46,882","6,875","4,579",4,963,911
2016.03,관악구,"135,942","51,414","60,520","17,608","4,051",7,814,"1,527"
2016.03,서초구,"283,210","53,439","173,795","4,515","47,955",271,"2,160","1,076"
2016.03,강남구,"381,439","69,674","275,557","4,378","27,566",117,"2,190","1,956"
2016.03,송파구,"214,415","68,626","118,671","4,964","19,002",223,"1,633","1,297"
2016.03,강동구,"122,637","44,302","58,452","2,874","14,882",299,"1,058",770
2016.04,합계,"3,457,927","1,059,936","1,818,748","122,810","401,799","1,346","28,694","24,594"
2016.04,종로구,"128,344","20,092","90,478","7,101","6,748",2,911,"3,010"
2016.04,중구,"182,290","15,019","140,641","3,109","20,500",-,"1,465","1,556"
2016.04,용산구,"100,636","30,955","55,682","3,871","8,355",0,"1,220",553
2016.04,성동구,"145,254","32,198","48,538","5,461","57,688",0,"1,038",332
2016.04,광진구,"119,681","36,387","46,221","5,319","30,026",17,859,853
2016.04,동대문구,"108,451","39,370","48,390","6,259","12,825",1,917,689
2016.04,중랑구,"84,459","40,724","34,135","2,041","6,053",23,941,543
2016.04,성북구,"111,356","48,075","40,252","11,764","8,298",11,"1,207","1,748"
2016.04,강북구,"70,384","32,337","30,652","1,891","4,162",8,519,817
2016.04,도봉구,"69,998","34,581","25,690","2,512","5,985",27,631,572
2016.04,노원구,"116,178","55,197","44,235","8,759","5,934",10,"1,305",737
2016.04,은평구,"102,598","48,883","35,885","2,719","13,376",9,891,834
2016.04,서대문구,"91,594","33,452","41,568","12,341","2,813",4,760,656
2016.04,마포구,"150,898","44,038","88,619","4,230","11,970",11,"1,347",685
2016.04,양천구,"121,383","50,174","62,946","2,673","3,872",8,"1,218",493
2016.04,강서구,"158,645","60,076","71,995","2,919","21,314",411,"1,424",506
2016.04,구로구,"142,847","45,574","62,510","2,398","30,586",13,"1,042",724
2016.04,금천구,"119,248","23,184","69,138","1,059","24,926",24,680,237
2016.04,영등포구,"192,383","44,530","122,796","1,789","19,152",5,"1,673","2,439"
2016.04,동작구,"95,298","40,783","42,958","5,411","4,607",3,887,648
2016.04,관악구,"129,528","51,577","56,207","15,691","4,029",6,889,"1,129"
2016.04,서초구,"260,946","52,328","154,926","3,762","46,608",246,"2,230",846
2016.04,강남구,"338,658","68,167","240,222","3,392","22,795",80,"2,087","1,915"
2016.04,송파구,"202,653","68,451","112,113","4,110","14,660",215,"1,561","1,542"
2016.04,강동구,"114,219","43,782","51,951","2,234","14,521",212,992,527
2016.05,합계,"3,340,823","997,002","1,790,740","105,865","384,312","1,255","26,678","34,970"
2016.05,종로구,"126,840","19,020","90,986","6,484","5,894",4,823,"3,628"
2016.05,중구,"189,720","14,154","148,049","2,958","18,474",-,"1,371","4,713"
2016.05,용산구,"96,988","29,091","54,578","3,508","8,174",0,"1,129",508
2016.05,성동구,"139,011","30,196","46,732","5,358","55,573",0,975,177
2016.05,광진구,"116,976","34,123","45,288","5,602","29,254",15,785,"1,910"
2016.05,동대문구,"101,655","36,828","45,666","5,662","12,030",1,843,625
2016.05,중랑구,"78,407","38,160","32,225","1,376","5,265",23,873,484
2016.05,성북구,"103,956","44,818","37,830","11,066","7,961",13,"1,136","1,131"
2016.05,강북구,"65,083","30,133","28,801","1,427","3,751",7,475,489
2016.05,도봉구,"64,669","32,231","24,141","1,688","5,639",21,570,378
2016.05,노원구,"108,841","51,833","42,624","6,970","5,741",10,"1,230",434
2016.05,은평구,"95,807","45,862","33,489","1,836","13,144",8,829,639
2016.05,서대문구,"90,371","31,603","41,291","13,193","2,711",3,703,867
2016.05,마포구,"149,359","41,442","87,990","4,026","13,876",10,"1,207",808
2016.05,양천구,"114,511","47,379","60,177","1,756","3,405",6,"1,121",668
2016.05,강서구,"149,239","56,358","68,038","2,035","20,749",453,"1,307",298
2016.05,구로구,"139,762","43,037","63,317","1,848","29,258",11,986,"1,305"
2016.05,금천구,"117,599","21,648","70,819",720,"23,368",17,657,369
2016.05,영등포구,"194,150","42,346","125,278","1,241","18,675",4,"1,544","5,061"
2016.05,동작구,"91,774","38,214","42,499","4,865","4,736",3,809,648
2016.05,관악구,"119,238","48,035","53,396","12,443","3,669",6,986,703
2016.05,서초구,"253,137","49,964","149,947","2,912","45,937",203,"2,119","2,055"
2016.05,강남구,"325,237","65,273","234,253","2,477","17,329",55,"1,937","3,914"
2016.05,송파구,"199,745","64,162","113,685","2,860","14,896",228,"1,384","2,530"
2016.05,강동구,"108,747","41,093","49,643","1,552","14,802",151,879,629
2016.06,합계,"3,715,673","1,046,091","2,052,987","129,361","408,942","1,294","24,771","52,227"
2016.06,종로구,"146,705","20,553","105,463","8,280","6,557",4,789,"5,057"
2016.06,중구,"219,515","15,171","170,642","3,637","20,483",-,"1,348","8,234"
2016.06,용산구,"112,611","31,689","65,511","4,464","8,889",1,"1,084",973
2016.06,성동구,"151,921","31,964","53,752","6,340","58,706",0,915,244
2016.06,광진구,"132,573","36,379","53,280","6,890","32,295",12,718,"2,998"
2016.06,동대문구,"113,498","38,783","53,525","6,746","12,965",1,758,720
2016.06,중랑구,"85,785","39,758","37,305","1,731","5,667",26,795,504
2016.06,성북구,"114,702","46,545","43,696","13,598","8,618",9,"1,063","1,174"
2016.06,강북구,"70,798","31,104","33,136","1,743","4,016",8,441,350
2016.06,도봉구,"70,405","33,335","27,962","2,066","6,134",21,534,352
2016.06,노원구,"119,047","53,555","49,431","8,445","5,851",8,"1,148",610
2016.06,은평구,"102,954","46,896","38,342","2,446","13,999",10,758,502
2016.06,서대문구,"100,211","32,908","47,577","15,246","2,851",3,647,979
2016.06,마포구,"166,819","44,894","98,698","4,793","15,802",12,"1,144","1,477"
2016.06,양천구,"122,030","48,934","65,385","2,024","3,534",5,"1,067","1,081"
2016.06,강서구,"162,518","58,545","78,578","2,607","20,787",488,"1,239",274
2016.06,구로구,"148,738","44,657","68,136","2,295","30,810",14,895,"1,933"
2016.06,금천구,"130,229","22,598","79,794",908,"25,530",15,564,820
2016.06,영등포구,"218,307","44,441","143,254","1,558","19,590",3,"1,407","8,053"
2016.06,동작구,"101,761","39,864","49,228","6,125","4,960",2,746,835
2016.06,관악구,"130,717","50,166","61,115","14,440","3,682",4,811,499
2016.06,서초구,"286,038","53,020","173,401","3,874","49,963",205,"1,921","3,653"
2016.06,강남구,"375,514","70,070","277,024","3,520","16,552",55,"1,842","6,451"
2016.06,송파구,"211,902","67,066","120,578","3,536","15,513",228,"1,317","3,665"
2016.06,강동구,"120,377","43,195","58,175","2,050","15,188",159,820,790
2016.07,합계,"4,101,888","1,139,964","2,291,378","142,442","436,262","1,352","24,197","66,294"
2016.07,종로구,"162,006","22,675","116,980","8,759","6,538",3,773,"6,278"
2016.07,중구,"242,790","16,868","189,003","3,828","21,555",-,"1,289","10,248"
2016.07,용산구,"124,926","35,272","73,222","4,946","9,182",1,"1,054","1,250"
2016.07,성동구,"163,815","34,458","59,526","6,890","61,735",0,889,317
2016.07,광진구,"147,669","40,119","59,616","7,346","36,180",11,711,"3,686"
2016.07,동대문구,"124,974","41,842","60,038","7,345","14,130",1,743,875
2016.07,중랑구,"93,919","42,753","41,421","2,105","6,202",28,789,621
2016.07,성북구,"122,769","49,426","48,415","13,713","8,884",9,"1,045","1,277"
2016.07,강북구,"76,765","32,925","36,738","2,065","4,258",8,431,341
2016.07,도봉구,"76,241","35,407","31,084","2,381","6,432",19,520,397
2016.07,노원구,"128,846","56,820","54,564","9,102","6,589",7,"1,106",658
2016.07,은평구,"111,979","49,812","43,135","3,040","14,777",10,676,529
2016.07,서대문구,"110,195","35,937","52,978","16,583","2,903",3,620,"1,171"
2016.07,마포구,"184,809","49,292","109,987","5,117","17,850",12,"1,102","1,448"
2016.07,양천구,"134,938","53,131","72,119","2,705","3,839",5,"1,040","2,097"
2016.07,강서구,"178,781","63,185","87,965","3,161","22,432",552,"1,199",286
2016.07,구로구,"163,165","48,484","77,578","2,561","31,216",13,897,"2,417"
2016.07,금천구,"144,215","24,366","89,401","1,148","27,416",17,640,"1,228"
2016.07,영등포구,"243,731","49,486","160,039","1,918","20,805",3,"1,377","10,101"
2016.07,동작구,"111,133","42,865","54,714","6,415","5,316",2,743,"1,078"
2016.07,관악구,"143,633","54,077","68,209","16,046","4,003",4,807,486
2016.07,서초구,"318,810","60,308","192,900","4,283","54,141",202,"1,891","5,085"
2016.07,강남구,"424,430","80,989","310,757","4,058","18,106",57,"1,785","8,679"
2016.07,송파구,"235,705","72,781","135,897","4,406","16,254",232,"1,266","4,868"
2016.07,강동구,"131,647","46,685","65,094","2,522","15,518",153,804,872
2016.08,합계,"4,852,558","1,509,147","2,616,180","144,688","479,711","1,493","25,681","75,657"
2016.08,종로구,"184,764","28,825","132,062","9,355","6,645",2,810,"7,064"
2016.08,중구,"269,147","22,302","206,462","3,989","23,274",-,"1,297","11,823"
2016.08,용산구,"151,127","48,053","85,232","5,108","10,021",0,"1,119","1,593"
2016.08,성동구,"189,493","46,474","67,825","7,034","66,839",0,923,398
2016.08,광진구,"178,816","54,410","70,180","7,579","41,686",11,750,"4,200"
2016.08,동대문구,"150,956","55,134","69,721","7,636","16,647",1,791,"1,025"
2016.08,중랑구,"115,505","56,421","48,585","1,767","7,386",31,830,484
2016.08,성북구,"148,615","64,684","56,716","15,152","9,593",10,"1,117","1,344"
2016.08,강북구,"94,566","43,094","43,687","1,995","4,947",10,455,380
2016.08,도봉구,"93,132","46,571","36,452","2,254","6,855",21,556,421
2016.08,노원구,"155,596","74,305","63,291","9,252","6,903",7,"1,140",698
2016.08,은평구,"137,288","65,265","51,266","2,592","16,793",12,706,655
2016.08,서대문구,"130,993","47,034","61,397","17,617","3,092",5,667,"1,180"
2016.08,마포구,"218,583","66,423","124,875","5,097","19,015",14,"1,170","1,990"
2016.08,양천구,"163,048","70,206","82,178","2,358","4,318",6,"1,108","2,874"
2016.08,강서구,"215,477","84,744","102,766","2,820","22,960",581,"1,270",336
2016.08,구로구,"193,056","64,240","88,770","2,377","34,054",17,921,"2,678"
2016.08,금천구,"164,676","32,597","99,811",942,"29,216",18,686,"1,407"
2016.08,영등포구,"280,415","64,482","179,020","1,821","22,404",4,"1,457","11,227"
2016.08,동작구,"135,512","57,210","63,983","6,616","5,673",3,785,"1,242"
2016.08,관악구,"175,952","71,238","81,300","17,738","4,330",6,917,423
2016.08,서초구,"373,888","80,325","217,763","3,952","63,226",242,"2,059","6,320"
2016.08,강남구,"494,770","106,624","352,836","3,350","20,468",68,"1,918","9,506"
2016.08,송파구,"279,187","96,646","154,186","4,161","17,122",248,"1,363","5,461"
2016.08,강동구,"157,996","61,840","75,816","2,126","16,242",176,868,929
2016.09,합계,"4,206,131","1,263,482","2,276,331","141,873","443,577","1,455","27,265","52,149"
2016.09,종로구,"157,380","24,281","111,850","8,684","6,874",2,873,"4,816"
2016.09,중구,"228,910","18,089","175,691","3,731","22,329",-,"1,306","7,765"
2016.09,용산구,"129,671","39,162","73,802","5,020","9,640",1,"1,180",867
2016.09,성동구,"171,264","40,849","59,604","6,489","63,039",0,979,304
2016.09,광진구,"151,837","43,995","59,278","6,736","38,080",12,821,"2,915"
2016.09,동대문구,"133,783","47,521","62,235","7,200","15,346",2,841,638
2016.09,중랑구,"101,727","47,778","43,335","2,071","7,098",35,868,543
2016.09,성북구,"131,735","56,431","50,537","13,830","8,787",12,"1,180",959
2016.09,강북구,"84,377","37,773","38,879","2,014","4,857",9,483,362
2016.09,도봉구,"81,330","38,833","32,591","2,406","6,617",22,604,257
2016.09,노원구,"135,509","62,090","55,887","9,195","6,775",7,"1,182",373
2016.09,은평구,"123,254","57,800","45,557","3,026","15,650",12,748,460
2016.09,서대문구,"111,474","39,078","52,436","15,471","2,986",4,717,783
2016.09,마포구,"188,276","55,080","110,309","4,942","15,322",14,"1,282","1,327"
2016.09,양천구,"148,814","60,078","78,347","2,551","4,028",5,"1,168","2,638"
2016.09,강서구,"192,081","72,688","91,901","3,344","21,963",549,"1,366",270
2016.09,구로구,"164,446","53,520","73,973","2,573","31,583",17,957,"1,822"
2016.09,금천구,"139,958","27,472","83,312","1,117","26,206",19,702,"1,130"
2016.09,영등포구,"237,898","52,858","152,926","2,017","20,714",4,"1,570","7,810"
2016.09,동작구,"116,973","48,118","55,562","6,269","5,333",3,847,841
2016.09,관악구,"156,854","60,881","72,789","17,687","4,131",6,938,422
2016.09,서초구,"324,778","63,522","194,074","4,556","56,125",240,"2,175","4,085"
2016.09,강남구,"415,993","82,242","302,549","3,955","19,081",63,"2,024","6,079"
2016.09,송파구,"242,842","83,252","133,287","4,510","16,085",237,"1,502","3,969"
2016.09,강동구,"134,966","50,093","65,620","2,479","14,929",179,951,714
2016.1,합계,"3,436,055","1,004,146","1,866,523","111,179","394,825","1,233","29,592","28,558"
2016.1,종로구,"128,383","19,435","92,625","7,134","5,563",2,926,"2,699"
2016.1,중구,"190,255","14,379","149,234","2,949","18,623",-,"1,310","3,761"
2016.1,용산구,"102,304","29,763","58,259","3,996","8,583",1,"1,273",429
2016.1,성동구,"144,899","31,358","48,492","5,272","58,553",0,"1,072",152
2016.1,광진구,"122,274","34,534","47,554","5,665","32,208",12,917,"1,385"
2016.1,동대문구,"104,802","37,067","48,333","5,810","12,302",1,960,328
2016.1,중랑구,"80,965","38,330","34,133","1,453","5,777",27,988,257
2016.1,성북구,"105,938","44,570","40,015","11,494","7,774",8,"1,306",771
2016.1,강북구,"67,083","29,969","30,636","1,455","4,143",6,540,335
2016.1,도봉구,"65,578","31,863","25,460","1,730","5,636",19,665,205
2016.1,노원구,"111,003","51,095","45,047","7,279","6,023",10,"1,282",267
2016.1,은평구,"98,795","45,539","35,802","2,048","14,113",9,832,451
2016.1,서대문구,"91,844","32,211","42,530","13,126","2,683",3,809,482
2016.1,마포구,"153,800","40,949","94,167","4,071","12,304",12,"1,389",908
2016.1,양천구,"122,216","47,497","66,525","1,977","3,464",4,"1,238","1,510"
2016.1,강서구,"155,605","57,192","72,566","2,288","21,387",473,"1,474",225
2016.1,구로구,"140,815","43,074","65,041","1,923","28,973",16,"1,068",722
2016.1,금천구,"120,566","22,142","72,485",743,"23,741",18,753,684
2016.1,영등포구,"195,469","42,448","127,468","1,434","18,365",3,"1,714","4,037"
2016.1,동작구,"94,957","38,438","45,277","4,985","4,846",3,938,471
2016.1,관악구,"125,137","48,585","57,884","13,674","3,504",5,"1,003",482
2016.1,서초구,"263,667","51,260","156,128","3,247","48,449",198,"2,270","2,115"
2016.1,강남구,"337,465","66,970","244,282","2,681","18,263",53,"2,184","3,032"
2016.1,송파구,"201,660","64,726","114,417","3,139","15,098",211,"1,648","2,421"
2016.1,강동구,"110,575","40,755","52,165","1,606","14,448",139,"1,035",428
2016.11,합계,"3,479,675","1,049,004","1,843,444","128,685","406,289","1,308","31,870","19,074"
2016.11,종로구,"129,821","20,383","92,974","7,414","5,938",3,993,"2,117"
2016.11,중구,"186,136","14,920","145,904","3,867","19,267",-,"1,369",808
2016.11,용산구,"102,391","30,610","57,092","4,167","8,698",2,"1,385",436
2016.11,성동구,"147,998","32,533","49,531","5,835","58,733",0,"1,132",234
2016.11,광진구,"122,421","36,014","46,310","6,542","32,041",15,994,506
2016.11,동대문구,"107,124","38,471","47,693","6,677","12,798",1,"1,026",458
2016.11,중랑구,"83,544","40,323","33,764","1,909","6,076",23,"1,051",398
2016.11,성북구,"110,182","46,655","39,399","13,271","8,021",7,"1,379","1,450"
2016.11,강북구,"68,928","31,571","30,117","1,776","4,294",5,578,588
2016.11,도봉구,"68,870","34,141","25,449","2,172","5,951",22,728,406
2016.11,노원구,"115,747","54,491","44,531","8,742","6,070",11,"1,361",541
2016.11,은평구,"101,428","47,692","35,694","2,523","13,980",10,889,640
2016.11,서대문구,"93,511","33,184","41,663","14,596","2,713",4,864,486
2016.11,마포구,"155,345","43,589","92,742","4,839","11,593",11,"1,515","1,055"
2016.11,양천구,"120,134","49,186","63,535","2,112","3,556",5,"1,334",406
2016.11,강서구,"160,334","60,489","73,046","2,876","21,360",510,"1,619",434
2016.11,구로구,"145,116","45,129","66,011","2,687","29,702",15,"1,105",467
2016.11,금천구,"124,616","23,364","73,873","1,083","25,108",16,809,362
2016.11,영등포구,"193,816","43,727","125,946","1,722","18,738",3,"1,888","1,792"
2016.11,동작구,"96,303","40,060","43,995","6,056","4,595",4,997,596
2016.11,관악구,"127,285","50,568","56,430","14,836","3,545",7,"1,053",845
2016.11,서초구,"261,960","52,527","154,588","3,595","47,886",209,"2,416",739
2016.11,강남구,"346,602","68,091","244,091","3,452","26,690",70,"2,398","1,810"
2016.11,송파구,"197,408","68,010","107,611","3,739","14,910",202,"1,844","1,092"
2016.11,강동구,"112,657","43,274","51,456","2,198","14,026",155,"1,141",407
2016.12,합계,"3,845,908","1,094,401","2,095,365","165,631","429,718","1,386","33,121","26,285"
2016.12,종로구,"146,870","21,579","105,534","8,982","6,428",6,"1,038","3,303"
2016.12,중구,"206,892","15,799","162,905","4,930","21,069",-,"1,372",818
2016.12,용산구,"113,284","32,277","64,996","5,033","8,944",2,"1,420",612
2016.12,성동구,"161,454","33,846","57,206","7,117","61,626",0,"1,199",459
2016.12,광진구,"133,249","37,658","53,047","7,919","32,702",15,"1,067",841
2016.12,동대문구,"118,862","40,289","54,606","8,171","13,918",1,"1,099",778
2016.12,중랑구,"91,864","42,239","38,351","2,898","6,656",21,"1,098",601
2016.12,성북구,"121,394","48,555","44,758","15,906","8,344",8,"1,456","2,368"
2016.12,강북구,"75,614","32,933","34,268","2,463","4,391",7,606,945
2016.12,도봉구,"75,536","35,401","29,319","3,300","6,077",28,745,666
2016.12,노원구,"127,209","56,359","50,866","11,598","6,081",13,"1,417",876
2016.12,은평구,"111,479","49,623","42,288","3,846","13,733",12,940,"1,038"
2016.12,서대문구,"103,172","34,877","46,891","16,931","2,807",5,925,734
2016.12,마포구,"169,973","45,284","104,673","6,054","11,125",11,"1,554","1,273"
2016.12,양천구,"127,985","50,822","68,336","3,201","3,834",7,"1,394",391
2016.12,강서구,"176,777","62,519","84,451","4,208","22,852",385,"1,654",707
2016.12,구로구,"161,623","47,230","75,930","3,712","32,894",17,"1,113",726
2016.12,금천구,"138,331","24,414","83,964","1,711","27,026",23,853,340
2016.12,영등포구,"214,166","46,449","141,141","2,517","20,529",5,"1,922","1,603"
2016.12,동작구,"104,924","41,477","48,780","8,103","4,618",5,"1,023",918
2016.12,관악구,"138,955","52,394","62,028","18,369","3,731",11,"1,166","1,257"
2016.12,서초구,"287,711","55,278","175,148","4,981","48,665",257,"2,490",892
2016.12,강남구,"395,616","71,075","282,918","5,012","32,183",118,"2,473","1,837"
2016.12,송파구,"218,460","70,638","123,689","5,397","14,991",218,"1,904","1,623"
2016.12,강동구,"124,509","45,385","59,272","3,271","14,494",213,"1,195",677
2017.01,합계,"4,139,967","1,171,118","2,283,851","166,765","452,002","1,526","33,995","30,709"
2017.01,종로구,"158,216","23,170","114,480","9,182","6,377",10,"1,088","3,910"
2017.01,중구,"218,351","16,934","171,537","4,983","22,543",-,"1,426",928
2017.01,용산구,"122,250","34,710","70,864","5,108","9,375",3,"1,445",745
2017.01,성동구,"171,450","36,735","63,143","7,138","62,595",0,"1,226",613
2017.01,광진구,"143,420","40,281","58,145","7,541","35,308",19,"1,083","1,043"
2017.01,동대문구,"128,772","43,241","60,319","8,184","14,969",2,"1,119",939
2017.01,중랑구,"100,028","45,170","42,787","2,934","7,252",25,"1,135",725
2017.01,성북구,"131,033","52,290","49,801","16,027","8,656",9,"1,471","2,779"
2017.01,강북구,"82,981","35,590","38,390","2,633","4,573",8,624,"1,163"
2017.01,도봉구,"81,910","37,794","32,890","3,378","6,254",35,755,803
2017.01,노원구,"138,143","60,198","56,437","11,858","7,081",13,"1,471","1,085"
2017.01,은평구,"122,118","53,292","48,508","3,781","14,286",15,960,"1,278"
2017.01,서대문구,"109,879","37,377","51,123","16,650","2,950",6,944,830
2017.01,마포구,"182,147","49,021","113,390","5,879","10,797",11,"1,596","1,452"
2017.01,양천구,"137,714","53,979","74,127","3,530","4,186",9,"1,411",472
2017.01,강서구,"192,404","67,337","93,910","4,211","24,011",359,"1,700",878
2017.01,구로구,"174,796","50,161","82,940","3,513","36,083",21,"1,149",929
2017.01,금천구,"147,275","26,384","89,612","1,590","28,378",29,903,379
2017.01,영등포구,"228,401","49,582","150,862","2,706","21,620",7,"1,965","1,659"
2017.01,동작구,"112,698","44,387","53,556","7,889","4,691",6,"1,044","1,125"
2017.01,관악구,"151,441","56,378","68,536","19,815","3,992",13,"1,170","1,537"
2017.01,서초구,"309,720","58,496","190,590","4,915","51,815",284,"2,541","1,078"
2017.01,강남구,"426,547","74,778","308,298","4,510","34,226",146,"2,528","2,060"
2017.01,송파구,"233,780","75,307","133,652","5,735","15,381",232,"2,002","1,472"
2017.01,강동구,"134,492","48,526","65,953","3,074","14,606",266,"1,240",827
2017.02,합계,"4,166,700","1,181,641","2,303,612","169,245","446,270","1,641","31,964","32,327"
2017.02,종로구,"159,010","23,301","114,071","9,449","6,974",9,"1,004","4,201"
2017.02,중구,"215,074","17,185","167,843","4,907","22,823",-,"1,408",909
2017.02,용산구,"124,094","35,240","71,921","5,223","9,558",3,"1,347",802
2017.02,성동구,"170,917","37,426","63,945","6,847","60,851",0,"1,162",686
2017.02,광진구,"145,100","40,748","59,234","7,448","35,505",20,"1,000","1,144"
2017.02,동대문구,"131,637","43,954","62,159","8,213","15,292",4,"1,016","1,000"
2017.02,중랑구,"102,122","45,903","43,871","3,082","7,431",26,"1,044",765
2017.02,성북구,"133,686","53,330","51,633","15,560","8,825",9,"1,370","2,960"
2017.02,강북구,"85,436","36,486","39,640","2,659","4,807",9,575,"1,261"
2017.02,도봉구,"83,160","38,369","33,542","3,535","6,134",41,690,848
2017.02,노원구,"138,551","60,519","56,904","11,650","6,877",13,"1,390","1,197"
