기간,자치구,합계,가정용,공공용,서비스업,서비스업,서비스업,서비스업,서비스업,산업용,산업용,산업용,산업용
기간,자치구,합계,가정용,공공용,소계,전철,수도,사업자용,순수서비스,소계,농림어업,광업,제조업
2016.1,관악구,"125,137","47,849","16,687","58,457",-,917,98,"57,443","2,143",10,-,"2,133"
2016.1,서초구,"263,667","50,620","14,711","197,443","43,934","2,414","1,150","149,945",893,201,6,686
2016.1,강남구,"337,465","66,176","8,143","261,839","3,604","4,800",623,"252,812","1,308",60,-,"1,248"
2016.1,송파구,"201,660","63,756","5,422","129,759","4,037","6,165",276,"119,281","2,723",74,-,"2,649"
2016.1,강동구,"110,575","39,659","3,795","64,813",1,"11,688",144,"52,981","2,307",146,1,"2,161"
2016.11,합계,"3,479,675","1,026,677","268,903","2,026,511","114,924","52,512","6,681","1,852,394","157,584","1,140",294,"156,149"
2016.11,종로구,"129,821","19,405","14,433","90,505",-,224,224,"90,056","5,479",7,44,"5,428"
2016.11,중구,"186,136","14,492","8,789","145,285",-,28,705,"144,552","17,569",2,14,"17,553"
2016.11,용산구,"102,391","29,537","24,945","46,095",477,518,38,"45,062","1,813",3,5,"1,806"
2016.11,성동구,"147,998","31,374","23,468","54,756",413,"3,238",257,"50,848","38,399",2,25,"38,371"
2016.11,광진구,"122,421","35,052","7,814","76,705","24,740","4,203",235,"47,526","2,851",19,7,"2,824"
2016.11,동대문구,"107,124","37,279","9,424","54,195","4,372",747,179,"48,896","6,226",17,8,"6,202"
2016.11,중랑구,"83,544","39,491","2,690","36,586",128,475,149,"35,834","4,777",30,4,"4,743"
2016.11,성북구,"110,182","45,637","17,063","43,668",-,"1,549",82,"42,037","3,814",20,1,"3,794"
2016.11,강북구,"68,928","30,776","3,410","31,661",-,635,59,"30,967","3,081",7,-,"3,074"
2016.11,도봉구,"68,870","33,266","3,584","27,234",-,543,101,"26,589","4,786",28,-,"4,758"
2016.11,노원구,"115,747","54,146","12,409","46,209",-,"1,258",265,"44,687","2,982",15,-,"2,968"
2016.11,은평구,"101,428","46,510","5,452","48,238","9,934",758,171,"37,375","1,229",12,2,"1,214"
2016.11,서대문구,"93,511","32,377","22,522","37,263",-,"1,008",21,"36,233","1,349",7,0,"1,342"
2016.11,마포구,"155,345","42,326","11,411","99,362","1,033",813,786,"96,730","2,246",12,1,"2,234"
2016.11,양천구,"120,134","48,560","4,308","65,577",-,734,195,"64,647","1,689",11,13,"1,664"
2016.11,강서구,"160,334","60,454","16,878","78,018","2,324",450,205,"75,039","4,984",341,104,"4,538"
2016.11,구로구,"145,116","43,887","4,275","87,284","18,709",772,208,"67,595","9,670",16,55,"9,599"
2016.11,금천구,"124,616","22,379","1,813","76,307",-,318,108,"75,881","24,117",13,1,"24,103"
2016.11,영등포구,"193,816","42,789","12,204","129,449","1,578","7,043",592,"120,236","9,374",8,3,"9,363"
2016.11,동작구,"96,303","38,814","9,678","46,564",435,"2,148",99,"43,882","1,246",8,-,"1,237"
2016.11,관악구,"127,285","49,777","18,101","57,215",-,903,95,"56,217","2,192",11,-,"2,181"
2016.11,서초구,"261,960","51,834","14,819","194,371","43,399","2,342",880,"147,750",936,213,6,717
2016.11,강남구,"346,602","67,345","8,958","268,847","3,417","4,701",590,"260,140","1,452",77,-,"1,375"
2016.11,송파구,"197,408","67,070","6,071","121,391","3,964","6,009",281,"111,137","2,876",98,-,"2,778"
2016.11,강동구,"112,657","42,098","4,384","63,729",2,"11,093",156,"52,478","2,446",163,1,"2,282"
2016.12,합계,"3,845,908","1,070,540","319,340","2,283,974","116,803","53,339","6,708","2,107,124","172,054","1,247",319,"170,489"
2016.12,종로구,"146,870","20,457","16,654","103,777",-,214,222,"103,341","5,982",11,53,"5,917"
2016.12,중구,"206,892","15,296","10,579","161,667",-,28,756,"160,883","19,350",3,18,"19,329"
2016.12,용산구,"113,284","31,187","27,308","52,932",472,498,46,"51,916","1,858",3,4,"1,851"
2016.12,성동구,"161,454","32,618","24,457","62,864",433,"3,553",313,"58,565","41,515",2,26,"41,487"
2016.12,광진구,"133,249","36,615","9,513","83,980","25,152","4,150",268,"54,410","3,142",21,7,"3,114"
2016.12,동대문구,"118,862","38,967","11,610","61,503","4,531",742,173,"56,057","6,782",17,9,"6,757"
2016.12,중랑구,"91,864","41,337","3,879","41,328",172,467,163,"40,527","5,320",31,5,"5,284"
2016.12,성북구,"121,394","47,462","20,194","49,711",-,"1,497",85,"48,128","4,027",21,1,"4,005"
2016.12,강북구,"75,614","32,075","4,405","35,900",-,601,65,"35,234","3,233",9,-,"3,224"
2016.12,도봉구,"75,536","34,462","5,079","31,045",-,519,98,"30,428","4,950",34,-,"4,916"
2016.12,노원구,"127,209","55,956","15,694","52,431",-,"1,215",325,"50,891","3,128",16,-,"3,112"
2016.12,은평구,"111,479","48,346","7,721","54,094","9,268",738,207,"43,882","1,318",14,2,"1,302"
2016.12,서대문구,"103,172","33,999","25,653","42,076",-,963,19,"41,094","1,444",8,1,"1,435"
2016.12,마포구,"169,973","44,368","13,040","110,277",958,792,569,"107,959","2,287",11,1,"2,276"
2016.12,양천구,"127,985","50,119","5,737","70,163",-,712,174,"69,277","1,966",15,13,"1,939"
2016.12,강서구,"176,777","62,455","19,331","89,634","2,494",438,197,"86,505","5,358",213,110,"5,035"
2016.12,구로구,"161,623","45,961","5,663","98,963","20,490",772,187,"77,514","11,037",19,53,"10,964"
2016.12,금천구,"138,331","23,394","2,597","86,414",-,316,116,"85,983","25,927",20,2,"25,905"
2016.12,영등포구,"214,166","45,408","13,877","143,748","1,408","7,197",588,"134,556","11,132",10,6,"11,116"
2016.12,동작구,"104,924","40,132","11,929","51,583",433,"2,151",102,"48,897","1,280",10,-,"1,269"
2016.12,관악구,"138,955","51,518","21,887","63,164",-,889,91,"62,184","2,386",15,-,"2,371"
2016.12,서초구,"287,711","54,515","17,063","215,039","44,090","2,348",886,"167,716","1,094",265,8,821
2016.12,강남구,"395,616","70,265","11,544","312,148","3,108","5,275",596,"303,169","1,659",127,-,"1,532"
2016.12,송파구,"218,460","69,494","8,139","137,686","3,789","5,975",284,"127,637","3,142",125,-,"3,017"
2016.12,강동구,"124,509","44,137","5,789","71,845",6,"11,289",178,"60,372","2,738",224,1,"2,513"
2017.01,합계,"4,139,967","1,144,359","331,665","2,483,552","125,666","54,395","7,071","2,296,420","180,390","1,420",334,"178,636"
2017.01,종로구,"158,216","21,898","17,582","112,822",-,217,254,"112,351","5,914",15,62,"5,836"
2017.01,중구,"218,351","16,325","11,109","170,145",-,28,810,"169,307","20,773",5,22,"20,747"
2017.01,용산구,"122,250","33,493","28,654","58,098",455,522,38,"57,082","2,005",4,4,"1,997"
2017.01,성동구,"171,450","35,389","25,203","69,014",451,"3,708",369,"64,485","41,845",3,24,"41,818"
2017.01,광진구,"143,420","39,133","9,359","91,426","27,128","4,413",278,"59,608","3,502",26,6,"3,470"
2017.01,동대문구,"128,772","41,750","12,125","67,680","4,833",744,175,"61,927","7,218",20,9,"7,189"
2017.01,중랑구,"100,028","44,174","4,104","45,850",197,473,167,"45,012","5,900",33,5,"5,862"
2017.01,성북구,"131,033","51,078","20,623","55,066",-,"1,506",84,"53,477","4,266",25,0,"4,241"
2017.01,강북구,"82,981","34,646","4,749","40,197",-,620,71,"39,505","3,389",13,1,"3,376"
2017.01,도봉구,"81,910","36,966","5,345","34,475",-,530,102,"33,842","5,124",43,-,"5,081"
2017.01,노원구,"138,143","59,759","16,623","58,511",-,"1,242",387,"56,881","3,250",18,-,"3,232"
2017.01,은평구,"122,118","51,891","8,027","60,763","9,531",749,209,"50,273","1,437",18,3,"1,415"
2017.01,서대문구,"109,879","36,414","25,762","46,156",-,996,38,"45,122","1,547",9,1,"1,538"
2017.01,마포구,"182,147","47,480","13,170","119,098",808,824,619,"116,848","2,399",13,0,"2,385"
2017.01,양천구,"137,714","53,231","6,309","75,954",-,729,200,"75,026","2,219",17,13,"2,189"
2017.01,강서구,"192,404","67,289","20,217","99,286","2,770",459,197,"95,861","5,612",194,108,"5,311"
2017.01,구로구,"174,796","48,902","5,787","108,941","23,536",816,194,"84,396","11,167",23,58,"11,086"
2017.01,금천구,"147,275","25,255","2,567","92,096",-,328,133,"91,635","27,356",26,2,"27,329"
2017.01,영등포구,"228,401","48,420","14,652","153,259","1,408","7,329",612,"143,910","12,070",13,7,"12,050"
2017.01,동작구,"112,698","42,863","12,015","56,479",428,"2,144",102,"53,806","1,340",12,-,"1,328"
2017.01,관악구,"151,441","55,410","23,978","69,404",-,889,93,"68,421","2,650",18,-,"2,632"
2017.01,서초구,"309,720","57,661","17,695","233,129","46,987","2,439",873,"182,831","1,234",294,7,933
2017.01,강남구,"426,547","73,820","11,396","339,495","3,131","5,470",600,"330,294","1,836",155,-,"1,680"
2017.01,송파구,"233,780","74,042","8,828","147,582","3,992","6,015",275,"137,299","3,327",149,-,"3,178"
2017.01,강동구,"134,492","47,070","5,785","78,627",12,"11,204",189,"67,221","3,010",278,1,"2,731"
2017.02,합계,"4,166,700","1,154,512","334,070","2,496,292","128,193","50,677","6,922","2,310,501","181,826","1,594",308,"179,924"
2017.02,종로구,"159,010","22,003","18,052","112,436",-,223,260,"111,953","6,517",15,63,"6,440"
2017.02,중구,"215,074","16,436","11,049","166,512",-,26,857,"165,629","21,077",6,23,"21,049"
2017.02,용산구,"124,094","34,012","29,087","58,807",438,524,36,"57,809","2,188",4,3,"2,181"
2017.02,성동구,"170,917","36,034","25,053","69,351",394,"3,389",359,"65,209","40,479",2,20,"40,457"
2017.02,광진구,"145,100","39,567","9,494","92,375","27,502","4,073",234,"60,565","3,663",27,6,"3,630"
2017.02,동대문구,"131,637","42,431","11,958","69,668","5,025",747,182,"63,714","7,579",22,10,"7,547"
2017.02,중랑구,"102,122","44,890","4,359","46,747",169,473,170,"45,935","6,126",37,5,"6,084"
2017.02,성북구,"133,686","52,082","20,049","56,898",-,"1,499",83,"55,316","4,656",25,1,"4,630"
2017.02,강북구,"85,436","35,516","4,819","41,473",-,622,64,"40,787","3,628",14,1,"3,613"
2017.02,도봉구,"83,160","37,531","5,509","35,104",-,534,103,"34,466","5,016",48,-,"4,968"
2017.02,노원구,"138,551","60,251","16,306","58,734",-,"1,264",378,"57,092","3,259",38,-,"3,221"
2017.02,은평구,"124,901","52,863","7,971","62,552","9,504",745,189,"52,114","1,515",23,4,"1,489"
2017.02,서대문구,"109,342","36,150","24,554","47,014",-,979,17,"46,017","1,625",9,1,"1,615"
2017.02,마포구,"180,031","48,228","12,789","116,440",774,812,599,"114,254","2,574",13,1,"2,560"
2017.02,양천구,"138,769","53,404","6,199","76,759",-,733,210,"75,815","2,406",19,13,"2,374"
2017.02,강서구,"195,529","68,026","19,666","102,433","3,072",450,193,"98,719","5,403",192,80,"5,130"
2017.02,구로구,"175,905","49,576","5,919","109,399","24,804",761,202,"83,632","11,010",22,58,"10,930"
2017.02,금천구,"144,950","25,711","2,866","89,399",-,329,132,"88,938","26,974",24,2,"26,949"
2017.02,영등포구,"225,915","48,207","15,013","150,483","1,371","6,685",592,"141,835","12,212",15,8,"12,189"
2017.02,동작구,"113,645","43,465","12,090","56,790",421,"2,004",101,"54,265","1,299",13,-,"1,286"
2017.02,관악구,"156,256","56,329","26,020","71,150",-,842,94,"70,214","2,757",21,-,"2,736"
2017.02,서초구,"315,438","57,252","18,303","238,544","47,496","2,251",819,"187,978","1,338",351,8,979
2017.02,강남구,"428,438","72,524","11,646","342,370","3,126","4,999",555,"333,691","1,897",165,-,"1,733"
2017.02,송파구,"232,907","74,366","9,234","145,757","4,083","5,546",298,"135,831","3,551",176,-,"3,375"
2017.02,강동구,"135,888","47,657","6,063","79,095",14,"10,166",193,"68,722","3,075",313,2,"2,760"
2017.03,합계,"3,649,111","1,005,589","297,598","2,178,949","111,017","52,383","6,303","2,009,246","166,975","1,359",308,"165,307"
2017.03,종로구,"139,446","19,150","15,223","98,498",-,193,219,"98,086","6,575",10,54,"6,511"
2017.03,중구,"195,943","14,395","9,516","152,156",-,25,715,"151,416","19,876",4,18,"19,855"
2017.03,용산구,"106,621","29,190","25,132","50,184",512,487,28,"49,157","2,114",3,4,"2,107"
2017.03,성동구,"152,435","31,327","22,336","61,225",433,"3,543",294,"56,956","37,546",2,15,"37,530"
2017.03,광진구,"124,446","34,114","8,506","78,643","23,529","4,338",219,"50,557","3,183",21,5,"3,156"
2017.03,동대문구,"113,703","36,728","10,747","59,351","4,267",672,168,"54,244","6,877",30,8,"6,839"
2017.03,중랑구,"87,379","38,639","3,666","39,689",151,434,134,"38,971","5,384",29,4,"5,351"
2017.03,성북구,"115,344","44,674","17,708","48,564",-,"1,389",71,"47,105","4,397",20,2,"4,375"
2017.03,강북구,"72,662","30,371","4,166","34,854",-,556,56,"34,242","3,271",11,1,"3,259"
2017.03,도봉구,"71,151","32,118","4,663","29,750",-,481,89,"29,181","4,620",39,-,"4,581"
2017.03,노원구,"119,911","51,947","14,864","50,033",-,"1,129",323,"48,582","3,067",32,-,"3,035"
2017.03,은평구,"107,413","45,970","6,761","53,343","8,813",674,164,"43,693","1,339",15,3,"1,321"
2017.03,서대문구,"97,750","31,947","23,970","40,259",-,915,17,"39,326","1,575",7,1,"1,567"
2017.03,마포구,"160,542","41,255","11,965","104,735","1,010",734,688,"102,304","2,587",12,0,"2,574"
2017.03,양천구,"126,341","47,150","5,505","71,661",-,662,208,"70,791","2,025",17,13,"1,995"
2017.03,강서구,"171,335","59,323","19,639","87,329","2,652",409,166,"84,104","5,044",224,109,"4,711"
2017.03,구로구,"148,270","43,249","5,163","89,813","19,928",729,186,"68,970","10,044",21,56,"9,967"
2017.03,금천구,"128,435","22,193","2,322","79,919",-,303,110,"79,507","24,001",21,1,"23,979"
2017.03,영등포구,"205,267","42,884","13,294","138,005","1,242","7,200",533,"129,030","11,083",12,7,"11,064"
2017.03,동작구,"98,817","37,499","10,580","49,471",382,"2,255",86,"46,749","1,267",10,-,"1,257"
2017.03,관악구,"133,599","48,354","21,717","61,094",-,820,88,"60,185","2,435",17,-,"2,418"
2017.03,서초구,"275,392","51,206","16,296","206,748","41,429","2,360",785,"162,174","1,143",289,7,846
2017.03,강남구,"372,123","65,547","10,475","294,428","2,913","5,248",523,"285,744","1,672",138,-,"1,535"
2017.03,송파구,"206,273","64,797","7,933","130,410","3,746","5,831",255,"120,578","3,133",133,-,"3,001"
2017.03,강동구,"118,512","41,563","5,447","68,785",12,"10,999",178,"57,596","2,716",242,2,"2,473"
2017.04,합계,"3,470,755","1,037,290","267,395","2,010,345","114,164","52,546","6,590","1,837,046","155,724","1,207",283,"154,234"
2017.04,종로구,"128,683","19,334","14,374","88,720",-,215,223,"88,282","6,255",9,48,"6,197"
2017.04,중구,"180,782","14,537","7,888","140,217",-,23,737,"139,457","18,140",2,16,"18,122"
2017.04,용산구,"100,318","29,870","23,511","44,965",477,515,31,"43,942","1,972",3,5,"1,964"
2017.04,성동구,"146,128","32,642","22,365","55,581",374,"3,250",293,"51,665","35,540",2,18,"35,520"
2017.04,광진구,"121,461","35,290","6,876","76,387","24,090","4,278",270,"47,748","2,908",21,6,"2,881"
2017.04,동대문구,"108,103","37,866","9,114","54,833","4,474",735,182,"49,442","6,291",27,6,"6,258"
2017.04,중랑구,"85,018","39,923","3,162","37,134",111,484,159,"36,380","4,798",32,4,"4,762"
2017.04,성북구,"111,252","46,640","15,654","44,734",-,"1,526",79,"43,129","4,225",19,1,"4,205"
2017.04,강북구,"70,727","31,586","3,636","32,512",-,629,50,"31,834","2,992",8,1,"2,984"
2017.04,도봉구,"69,743","33,671","3,898","27,531",-,528,97,"26,907","4,643",40,-,"4,604"
2017.04,노원구,"116,551","54,457","12,897","46,401",-,"1,237",317,"44,847","2,797",30,-,"2,767"
2017.04,은평구,"105,576","47,613","5,572","51,143","9,862",736,157,"40,388","1,248",13,3,"1,232"
2017.04,서대문구,"92,181","32,557","20,894","37,270",-,"1,012",14,"36,244","1,460",7,0,"1,452"
2017.04,마포구,"150,705","42,416","10,769","95,069",990,797,615,"92,668","2,451",13,0,"2,438"
2017.04,양천구,"123,916","48,593","5,167","68,346",-,698,212,"67,435","1,810",15,13,"1,781"
2017.04,강서구,"165,629","61,596","18,400","80,907","2,548",444,180,"77,735","4,727",238,99,"4,390"
2017.04,구로구,"140,268","44,307","4,312","82,537","19,880",770,203,"61,684","9,112",19,50,"9,044"
2017.04,금천구,"119,933","22,976","1,911","72,554",-,325,120,"72,109","22,491",13,1,"22,478"
2017.04,영등포구,"192,166","42,980","12,539","126,536","1,467","7,016",572,"117,481","10,111",11,4,"10,095"
2017.04,동작구,"96,064","39,190","9,173","46,389",388,"2,266",86,"43,649","1,312",8,-,"1,304"
2017.04,관악구,"130,547","50,446","19,444","58,389",-,824,99,"57,466","2,268",15,-,"2,253"
2017.04,서초구,"261,924","51,655","15,039","194,176","42,609","2,368",818,"148,381","1,055",258,7,790
2017.04,강남구,"337,249","66,363","9,145","260,161","2,814","5,101",636,"251,610","1,580",103,-,"1,477"
2017.04,송파구,"201,953","67,816","7,027","124,078","4,066","5,887",271,"113,855","3,033",120,-,"2,913"
2017.04,강동구,"113,877","42,969","4,627","63,773",13,"10,881",171,"52,707","2,508",184,1,"2,323"
2017.05,합계,"3,290,791","967,577","237,689","1,948,331","109,440","54,769","6,553","1,777,569","137,193","1,086",215,"135,893"
2017.05,종로구,"124,073","18,190","13,169","87,394",-,213,240,"86,941","5,319",6,36,"5,277"
2017.05,중구,"182,391","13,668","7,179","145,910",-,26,719,"145,166","15,634",1,11,"15,622"
2017.05,용산구,"95,710","27,919","22,832","43,193",520,501,31,"42,140","1,766",2,6,"1,758"
2017.05,성동구,"136,205","30,404","20,925","52,971",410,"3,528",250,"48,783","31,905",5,18,"31,882"
2017.05,광진구,"117,462","32,968","6,633","75,450","23,172","4,710",242,"47,326","2,410",18,6,"2,387"
2017.05,동대문구,"99,422","35,212","8,185","50,663","4,303",727,180,"45,452","5,362",17,4,"5,341"
2017.05,중랑구,"78,038","37,198","2,056","34,872",105,472,152,"34,142","3,912",28,3,"3,882"
2017.05,성북구,"102,497","43,067","14,509","41,160",-,"1,487",79,"39,594","3,761",18,1,"3,742"
2017.05,강북구,"64,674","29,179","2,909","29,993",-,659,54,"29,281","2,592",8,0,"2,584"
2017.05,도봉구,"63,362","31,070","2,849","25,278",-,517,96,"24,665","4,164",32,-,"4,132"
2017.05,노원구,"106,754","50,024","9,558","44,639",-,"1,206",231,"43,202","2,533",26,-,"2,508"
2017.05,은평구,"96,771","44,309","4,171","47,233","9,177",725,155,"37,176","1,058",10,2,"1,045"
2017.05,서대문구,"89,430","30,670","21,685","35,715",-,981,17,"34,717","1,360",6,0,"1,354"
2017.05,마포구,"146,670","39,576","10,377","94,528","1,064",778,610,"92,077","2,189",13,0,"2,176"
2017.05,양천구,"116,048","45,868","3,817","64,879",-,667,202,"64,009","1,485",18,11,"1,456"
2017.05,강서구,"154,646","57,461","16,981","75,769","2,126",440,177,"73,025","4,436",283,68,"4,085"
2017.05,구로구,"132,700","41,218","3,239","80,047","18,670",744,231,"60,402","8,196",18,38,"8,141"
2017.05,금천구,"115,020","21,039","1,325","72,830",-,310,114,"72,406","19,826",8,0,"19,818"
2017.05,영등포구,"191,311","40,667","11,110","130,673","1,490","7,424",590,"121,170","8,861",12,3,"8,846"
2017.05,동작구,"90,768","36,306","8,099","45,047",335,"2,347",83,"42,282","1,317",7,-,"1,310"
2017.05,관악구,"119,070","46,775","15,444","54,909",-,828,99,"53,981","1,942",18,-,"1,924"
2017.05,서초구,"248,199","48,834","13,726","184,748","41,417","2,401",842,"140,088",890,220,5,665
2017.05,강남구,"317,631","62,844","7,994","245,439","2,860","5,484",723,"236,372","1,355",75,-,"1,280"
2017.05,송파구,"194,886","63,160","5,140","123,802","3,777","6,165",264,"113,596","2,785",103,-,"2,682"
2017.05,강동구,"107,050","39,951","3,777","61,188",13,"11,429",170,"49,576","2,134",137,1,"1,996"
2017.06,합계,"3,621,612","1,002,915","272,300","2,197,437","120,970","55,537","7,397","2,013,532","148,960","1,126","1,054","146,780"
2017.06,종로구,"140,731","19,418","15,824","99,612",-,231,256,"99,126","5,876",6,46,"5,825"
2017.06,중구,"208,145","14,400","8,347","168,115",-,27,912,"167,176","17,282",1,15,"17,265"
2017.06,용산구,"107,908","29,698","26,368","49,969",586,516,41,"48,826","1,873",1,8,"1,864"
2017.06,성동구,"164,553","31,679","23,846","74,694","15,495","4,142",269,"54,789","34,333",5,90,"34,238"
2017.06,광진구,"129,996","34,351","8,048","84,956","25,755","4,591",245,"54,366","2,640",17,6,"2,617"
2017.06,동대문구,"108,593","36,556","9,527","56,864","4,729",753,195,"51,188","5,646",18,7,"5,621"
2017.06,중랑구,"83,276","38,047","2,451","38,624",105,492,160,"37,868","4,155",30,9,"4,116"
2017.06,성북구,"110,808","44,203","17,299","45,343",-,"1,545",89,"43,709","3,962",21,18,"3,923"
2017.06,강북구,"69,103","29,798","3,575","32,989",-,665,69,"32,255","2,740",13,0,"2,727"
2017.06,도봉구,"67,617","31,763","3,479","28,063",-,548,95,"27,420","4,312",32,-,"4,280"
2017.06,노원구,"115,539","51,330","11,529","49,942",-,"1,237",257,"48,447","2,739",26,8,"2,705"
2017.06,은평구,"103,148","45,095","4,970","51,965","10,440",747,169,"40,610","1,118",11,9,"1,098"
2017.06,서대문구,"97,389","31,367","24,712","39,873",-,977,23,"38,874","1,436",6,0,"1,430"
2017.06,마포구,"161,980","41,952","11,313","106,384","1,282",823,676,"103,602","2,332",15,0,"2,316"
2017.06,양천구,"122,748","47,004","4,257","69,884",-,681,209,"68,994","1,602",23,11,"1,567"
2017.06,강서구,"166,418","59,326","16,789","85,410","2,301",452,193,"82,464","4,894",315,92,"4,487"
2017.06,구로구,"145,036","42,357","3,736","90,062","20,108",758,268,"68,928","8,881",19,47,"8,815"
2017.06,금천구,"127,513","21,705","1,595","81,469",-,328,125,"81,017","22,744",8,1,"22,734"
2017.06,영등포구,"211,319","42,307","12,117","147,362","1,554","7,519",682,"137,607","9,532",13,4,"9,515"
2017.06,동작구,"99,507","37,628","9,687","50,818",339,"2,338",100,"48,041","1,374",7,664,703
2017.06,관악구,"128,296","48,492","17,351","60,476",-,851,115,"59,510","1,977",16,-,"1,960"
2017.06,서초구,"262,032","51,053","15,607","194,448","30,948","2,427",970,"160,103",923,221,14,688
2017.06,강남구,"359,951","66,458","9,268","282,739","3,126","5,084",758,"273,772","1,485",74,1,"1,411"
2017.06,송파구,"213,553","65,611","6,071","139,001","4,187","6,244",323,"128,247","2,870",96,1,"2,773"
2017.06,강동구,"116,454","41,318","4,534","68,370",16,"11,560",200,"56,593","2,232",131,1,"2,101"
2017.07,합계,"4,273,771","1,183,535","324,335","2,599,876","136,302","57,297","8,396","2,397,881","166,025","1,189",246,"164,590"
2017.07,종로구,"167,041","23,238","18,697","118,784",-,224,308,"118,252","6,321",6,52,"6,263"
2017.07,중구,"246,792","17,694","9,782","199,598",-,26,996,"198,576","19,717",2,16,"19,700"
2017.07,용산구,"130,705","36,436","31,678","60,668",685,520,56,"59,407","1,923",1,-,"1,923"
2017.07,성동구,"188,728","36,800","27,539","87,686","17,069","5,505",306,"64,806","36,703",6,22,"36,675"
2017.07,광진구,"155,342","41,943","9,441","100,871","30,532","4,459",251,"65,630","3,087",15,6,"3,067"
2017.07,동대문구,"128,581","42,567","11,383","68,219","5,917",749,216,"61,337","6,412",23,6,"6,383"
2017.07,중랑구,"98,498","44,472","3,238","45,694",121,485,160,"44,928","5,094",33,4,"5,057"
2017.07,성북구,"127,125","50,323","19,388","53,083",-,"1,500",98,"51,484","4,331",24,1,"4,307"
2017.07,강북구,"80,204","33,730","4,734","38,646",-,635,96,"37,914","3,095",13,0,"3,081"
2017.07,도봉구,"78,893","36,565","4,524","33,149",-,533,104,"32,513","4,655",31,-,"4,624"
2017.07,노원구,"135,347","59,031","13,984","59,141",-,"1,236",390,"57,516","3,190",26,-,"3,164"
2017.07,은평구,"119,684","51,124","6,811","60,443","11,361",760,175,"48,147","1,306",13,2,"1,291"
2017.07,서대문구,"115,452","37,384","29,532","46,978",-,964,27,"45,987","1,558",6,1,"1,551"
2017.07,마포구,"192,237","50,892","12,718","126,123","1,701",828,802,"122,792","2,503",16,1,"2,486"
2017.07,양천구,"141,500","54,794","5,733","79,116",-,678,215,"78,223","1,858",28,10,"1,820"
2017.07,강서구,"196,770","68,896","18,871","103,450","2,380",452,204,"100,414","5,554",359,65,"5,130"
2017.07,구로구,"169,434","49,372","4,768","105,622","20,700",768,238,"83,916","9,672",20,46,"9,605"
2017.07,금천구,"149,667","24,979","2,253","96,350",-,330,117,"95,903","26,086",12,2,"26,072"
2017.07,영등포구,"249,736","51,089","13,906","174,042","1,710","7,576",791,"163,966","10,699",14,3,"10,682"
2017.07,동작구,"115,933","43,596","11,030","59,708",387,"2,237",115,"56,969","1,599",8,-,"1,591"
2017.07,관악구,"149,865","56,261","20,373","70,936",-,868,128,"69,941","2,294",14,-,"2,281"
2017.07,서초구,"310,141","61,525","18,718","228,892","35,849","2,515","1,201","189,327","1,005",226,9,770
2017.07,강남구,"434,703","85,137","11,356","336,580","3,482","5,273",869,"326,956","1,631",75,-,"1,556"
2017.07,송파구,"253,406","76,624","7,875","165,657","4,388","6,270",320,"154,679","3,250",93,1,"3,157"
2017.07,강동구,"137,988","49,066","6,003","80,438",18,"11,905",216,"68,298","2,481",126,1,"2,354"
2017.08,합계,"4,733,095","1,420,059","334,377","2,804,234","152,074","57,180","9,204","2,585,775","174,426","1,249",255,"172,922"
2017.08,종로구,"177,659","27,015","19,299","124,945",-,218,377,"124,349","6,400",7,52,"6,341"
2017.08,중구,"256,418","20,629","9,931","205,192",-,25,"1,058","204,109","20,665",3,16,"20,646"
2017.08,용산구,"147,464","43,975","34,326","67,147",706,540,66,"65,836","2,017",1,-,"2,016"
2017.08,성동구,"209,259","45,802","30,729","95,344","19,780","5,318",368,"69,877","37,384",7,23,"37,354"
2017.08,광진구,"170,704","49,871","8,973","108,397","33,849","3,648",319,"70,581","3,464",16,6,"3,442"
2017.08,동대문구,"146,522","52,282","11,397","75,561","6,608",782,193,"67,978","7,283",25,7,"7,251"
2017.08,중랑구,"112,836","53,345","2,979","50,545",122,497,173,"49,753","5,967",37,3,"5,927"
2017.08,성북구,"144,269","61,159","19,615","58,854",-,"1,562",120,"57,172","4,642",27,1,"4,614"
2017.08,강북구,"92,905","40,990","4,934","43,436",-,673,100,"42,663","3,545",16,0,"3,529"
2017.08,도봉구,"89,635","43,376","4,393","36,865",-,553,118,"36,194","5,001",30,-,"4,971"
2017.08,노원구,"150,844","68,974","13,904","64,448",-,"1,263",480,"62,705","3,518",26,-,"3,492"
2017.08,은평구,"140,528","63,471","6,503","69,062","13,715",791,201,"54,354","1,493",15,3,"1,475"
2017.08,서대문구,"126,125","43,869","29,070","51,536",-,"1,042",36,"50,458","1,649",6,1,"1,643"
2017.08,마포구,"212,274","60,773","12,796","136,108","1,770",840,898,"132,600","2,597",15,1,"2,581"
2017.08,양천구,"162,969","65,901","6,031","89,007",-,700,259,"88,048","2,030",24,10,"1,996"
2017.08,강서구,"224,789","85,429","19,260","114,503","2,871",477,233,"110,923","5,597",349,73,"5,176"
2017.08,구로구,"185,468","59,267","4,702","111,569","21,643",799,270,"88,857","9,931",22,42,"9,867"
2017.08,금천구,"159,219","30,481","2,118","100,281",-,338,137,"99,807","26,340",14,2,"26,324"
2017.08,영등포구,"270,247","59,953","15,022","183,804","2,069","7,620",822,"173,293","11,468",17,5,"11,446"
2017.08,동작구,"130,679","52,589","11,698","64,745",561,"2,156",136,"61,892","1,647",9,-,"1,638"
