기간,자치구,합계,가정용,공공용,서비스업,서비스업,서비스업,서비스업,서비스업,산업용,산업용,산업용,산업용
기간,자치구,합계,가정용,공공용,소계,전철,수도,사업자용,순수서비스,소계,농림어업,광업,제조업
2018.06,관악구,"131,794","49,758","18,155","62,011",-,885,147,"60,979","1,871",13,-,"1,858"
2018.06,서초구,"258,604","53,013","15,869","188,774","30,712","2,421","1,107","154,535",947,224,7,716
2018.06,강남구,"357,361","67,316","9,618","278,953","3,141","5,090",788,"269,935","1,475",68,-,"1,407"
2018.06,송파구,"220,144","68,305","6,674","141,744","4,306","6,186",354,"130,898","3,421",83,0,"3,337"
2018.06,강동구,"117,555","40,954","4,897","69,527",6,"11,518",180,"57,823","2,176",103,1,"2,072"
2018.07,합계,"4,260,544","1,182,802","323,354","2,609,388","135,918","60,139","8,531","2,404,800","144,999","1,186",175,"143,639"
2018.07,종로구,"163,019","23,012","18,103","115,867",-,226,347,"115,294","6,037",6,53,"5,978"
2018.07,중구,"243,313","17,923","9,513","196,651",-,28,976,"195,647","19,227",3,17,"19,207"
2018.07,용산구,"132,906","36,014","29,773","65,465",717,515,70,"64,163","1,654",0,-,"1,654"
2018.07,성동구,"190,099","37,270","28,553","103,030","17,401","5,317",307,"80,006","21,246",43,21,"21,182"
2018.07,광진구,"153,875","41,954","9,620","99,487","29,661","5,642",296,"63,888","2,815",14,6,"2,794"
2018.07,동대문구,"126,400","42,560","11,668","65,588","5,880",740,180,"58,789","6,585",26,6,"6,553"
2018.07,중랑구,"95,759","43,715","3,083","44,087",129,490,181,"43,288","4,873",36,3,"4,834"
2018.07,성북구,"124,489","49,153","19,768","51,475",-,"1,452",101,"49,921","4,094",21,1,"4,072"
2018.07,강북구,"78,678","33,300","4,745","37,657",-,622,108,"36,927","2,977",12,0,"2,965"
2018.07,도봉구,"76,514","36,069","4,479","31,644",-,528,115,"31,000","4,322",29,-,"4,293"
2018.07,노원구,"131,276","57,883","13,138","57,062",-,"1,209",370,"55,483","3,194",27,-,"3,167"
2018.07,은평구,"118,996","51,420","6,780","59,555","11,759",781,183,"46,831","1,241",15,2,"1,223"
2018.07,서대문구,"114,248","37,468","29,343","45,948",-,994,26,"44,928","1,489",5,0,"1,483"
2018.07,마포구,"194,447","50,331","12,594","129,297","1,823",811,759,"125,904","2,225",23,0,"2,201"
2018.07,양천구,"147,659","55,011","5,593","85,371",-,653,227,"84,491","1,684",21,10,"1,654"
2018.07,강서구,"217,778","68,819","19,944","123,680","2,395",452,229,"120,604","5,335",341,6,"4,987"
2018.07,구로구,"167,767","49,214","4,829","104,479","20,429",781,170,"83,099","9,245",19,36,"9,191"
2018.07,금천구,"148,096","25,447","2,170","96,334",-,328,126,"95,880","24,145",14,2,"24,129"
2018.07,영등포구,"252,460","52,490","13,868","175,932","1,690","8,207",778,"165,257","10,171",23,2,"10,145"
2018.07,동작구,"114,192","43,538","10,849","58,250",416,"2,246",116,"55,472","1,555",8,-,"1,548"
2018.07,관악구,"147,732","56,072","20,038","69,517",-,910,146,"68,460","2,105",12,-,"2,093"
2018.07,서초구,"302,494","64,111","18,372","219,018","35,391","2,547","1,308","179,772",993,224,9,760
2018.07,강남구,"427,233","84,713","11,408","329,534","3,780","5,377",848,"319,529","1,578",69,-,"1,509"
2018.07,송파구,"255,054","77,990","8,703","164,543","4,447","6,610",364,"153,122","3,818",86,0,"3,732"
2018.07,강동구,"136,058","47,327","6,420","79,918",1,"12,674",200,"67,043","2,393",109,1,"2,284"
2018.08,합계,"5,394,746","1,771,830","363,801","3,092,960","161,291","61,435","10,227","2,860,007","166,155","1,443",193,"164,519"
2018.08,종로구,"197,366","32,747","20,960","136,714",-,245,438,"136,031","6,945",8,59,"6,877"
2018.08,중구,"278,837","26,561","10,705","220,008",-,27,"1,127","218,854","21,564",4,17,"21,544"
2018.08,용산구,"170,258","54,911","34,675","78,736",807,530,109,"77,290","1,935",3,-,"1,933"
2018.08,성동구,"238,186","58,320","34,523","121,291","22,175","5,559",409,"93,148","24,053",38,21,"23,994"
2018.08,광진구,"196,843","64,259","10,163","118,912","35,029","5,932",331,"77,620","3,510",17,4,"3,490"
2018.08,동대문구,"169,107","66,430","12,907","81,702","7,253",794,213,"73,441","8,068",33,7,"8,028"
2018.08,중랑구,"132,690","68,134","3,315","54,841",131,527,209,"53,974","6,401",46,4,"6,351"
2018.08,성북구,"165,813","75,716","21,823","63,284",-,"1,507",128,"61,648","4,990",25,1,"4,964"
2018.08,강북구,"107,435","50,984","5,264","47,453",-,672,116,"46,665","3,734",15,1,"3,719"
2018.08,도봉구,"104,345","54,949","4,890","39,541",-,553,146,"38,842","4,965",35,-,"4,930"
2018.08,노원구,"172,937","84,952","14,406","69,920",-,"1,252",511,"68,157","3,660",33,-,"3,627"
2018.08,은평구,"161,855","77,765","7,501","75,033","15,124",821,226,"58,862","1,556",22,2,"1,532"
2018.08,서대문구,"143,343","54,390","31,503","55,758",-,"1,043",43,"54,673","1,692",8,1,"1,682"
2018.08,마포구,"244,233","76,414","13,330","151,980","1,976",833,890,"148,281","2,509",30,1,"2,478"
2018.08,양천구,"188,030","79,932","6,314","99,723",-,673,277,"98,773","2,060",22,11,"2,027"
2018.08,강서구,"277,837","104,016","20,630","147,167","2,911",465,289,"143,503","6,023",371,8,"5,644"
2018.08,구로구,"208,964","73,488","5,303","120,356","22,332",805,292,"96,926","9,816",26,39,"9,751"
2018.08,금천구,"176,976","38,931","2,433","109,058",-,336,157,"108,565","26,555",16,2,"26,536"
2018.08,영등포구,"304,965","75,448","16,236","201,592","2,034","8,253",915,"190,389","11,688",34,4,"11,650"
2018.08,동작구,"151,123","66,210","12,600","70,578",521,"2,261",172,"67,624","1,736",9,-,"1,727"
2018.08,관악구,"198,531","84,549","24,455","86,868",-,923,160,"85,785","2,658",18,-,"2,640"
2018.08,서초구,"378,266","93,804","20,880","262,366","40,749","2,578","1,482","217,557","1,215",297,10,908
2018.08,강남구,"525,585","118,932","12,053","392,767","4,471","5,503",937,"381,856","1,833",90,-,"1,744"
2018.08,송파구,"325,069","118,807","10,165","191,900","5,778","6,673",412,"179,037","4,197",106,0,"4,090"
2018.08,강동구,"176,152","71,180","6,767","95,412",-,"12,668",240,"82,505","2,792",137,1,"2,655"
2018.09,합계,"4,262,672","1,261,458","319,370","2,531,262","142,926","56,669","8,991","2,322,677","150,581","1,305",178,"149,099"
2018.09,종로구,"156,693","23,551","18,000","108,330",-,233,342,"107,755","6,812",6,58,"6,748"
2018.09,중구,"220,287","18,487","9,006","172,150",-,26,975,"171,149","20,644",3,15,"20,626"
2018.09,용산구,"132,380","38,177","29,322","62,996",657,502,65,"61,772","1,885",4,-,"1,882"
2018.09,성동구,"196,238","42,595","29,311","102,001","18,812","4,963",370,"77,856","22,331",39,20,"22,271"
2018.09,광진구,"153,935","44,062","8,515","98,158","31,350","5,405",324,"61,078","3,200",15,9,"3,177"
2018.09,동대문구,"133,938","47,381","10,939","68,180","6,509",781,186,"60,704","7,439",30,5,"7,404"
2018.09,중랑구,"101,967","47,121","3,393","45,644",123,492,180,"44,849","5,808",44,3,"5,761"
2018.09,성북구,"131,614","55,339","18,573","53,173",-,"1,466",140,"51,567","4,529",24,1,"4,504"
2018.09,강북구,"85,730","37,824","4,632","39,810",-,649,87,"39,074","3,464",14,1,"3,449"
2018.09,도봉구,"80,346","38,551","4,169","32,966",-,535,122,"32,308","4,660",33,-,"4,628"
2018.09,노원구,"135,767","61,499","13,479","57,536",-,"1,228",467,"55,841","3,254",31,-,"3,223"
2018.09,은평구,"130,701","59,165","6,832","63,245","12,793",813,196,"49,444","1,458",19,2,"1,437"
2018.09,서대문구,"111,103","38,718","25,091","45,780",-,"1,030",41,"44,710","1,514",6,0,"1,507"
2018.09,마포구,"190,089","51,608","12,021","124,085","1,530",787,867,"120,902","2,374",27,0,"2,347"
2018.09,양천구,"158,748","60,227","5,857","90,833",-,665,278,"89,890","1,831",18,9,"1,803"
2018.09,강서구,"224,726","76,502","20,311","122,770","2,831",455,308,"119,175","5,144",329,6,"4,808"
2018.09,구로구,"162,145","51,959","5,278","96,390","20,258",790,277,"75,066","8,519",25,33,"8,462"
2018.09,금천구,"139,985","28,480","2,342","86,164",-,327,144,"85,693","22,999",15,1,"22,982"
2018.09,영등포구,"236,532","53,468","14,576","158,685","2,039","7,572",694,"148,380","9,803",34,3,"9,765"
2018.09,동작구,"117,661","47,209","11,303","57,685",516,"2,080",124,"54,965","1,465",8,-,"1,458"
2018.09,관악구,"159,802","62,101","22,120","73,130",-,846,143,"72,141","2,452",16,-,"2,435"
2018.09,서초구,"300,239","62,211","18,658","218,267","36,405","2,383","1,179","178,300","1,104",267,9,827
2018.09,강남구,"406,812","79,711","10,858","314,586","4,119","5,278",878,"304,311","1,656",81,-,"1,575"
2018.09,송파구,"261,596","87,331","9,178","161,426","4,985","6,198",387,"149,856","3,661",91,0,"3,569"
2018.09,강동구,"133,637","48,181","5,606","77,273",-,"11,166",216,"65,891","2,576",125,1,"2,450"
2018.1,합계,"3,320,082","978,307","249,587","1,975,547","115,356","56,109","7,858","1,796,225","116,640","1,039",132,"115,469"
2018.1,종로구,"118,776","17,651","12,957","83,334",-,217,248,"82,870","4,834",4,38,"4,792"
2018.1,중구,"172,923","14,126","7,085","136,728",-,25,"1,155","135,548","14,984",2,10,"14,972"
2018.1,용산구,"99,823","28,075","22,387","48,062",542,488,53,"46,979","1,298",3,-,"1,296"
2018.1,성동구,"157,582","30,821","24,020","85,776","15,599","4,697",264,"65,217","16,964",33,16,"16,915"
2018.1,광진구,"116,446","33,413","6,606","74,093","23,297","5,411",289,"45,096","2,333",13,6,"2,314"
2018.1,동대문구,"101,259","36,320","8,970","50,551","4,700",749,171,"44,931","5,419",22,4,"5,393"
2018.1,중랑구,"78,673","37,637","2,109","34,717",128,511,164,"33,914","4,211",32,2,"4,177"
2018.1,성북구,"100,058","41,695","14,473","40,548",-,"1,387",132,"39,029","3,342",17,1,"3,324"
2018.1,강북구,"65,268","28,938","3,582","30,060",-,637,67,"29,356","2,688",12,0,"2,676"
2018.1,도봉구,"62,725","31,165","2,913","24,987",-,514,112,"24,361","3,660",26,-,"3,634"
2018.1,노원구,"107,098","49,356","10,866","44,151",-,"1,175",286,"42,690","2,725",28,-,"2,697"
2018.1,은평구,"100,588","45,208","4,900","49,368","10,828",774,170,"37,596","1,112",14,2,"1,096"
2018.1,서대문구,"88,956","31,480","20,884","35,374",-,"1,011",21,"34,342","1,218",5,0,"1,213"
2018.1,마포구,"150,766","39,855","10,144","98,999","1,108",766,760,"96,366","1,767",18,0,"1,748"
2018.1,양천구,"123,987","45,592","4,039","73,018",-,649,228,"72,142","1,337",14,8,"1,315"
2018.1,강서구,"182,268","59,343","18,550","100,157","2,301",451,289,"97,115","4,217",263,6,"3,949"
2018.1,구로구,"130,005","41,231","3,720","77,426","17,925",761,167,"58,574","7,627",18,30,"7,579"
2018.1,금천구,"114,210","22,057","1,403","72,247",-,327,110,"71,809","18,503",14,0,"18,489"
2018.1,영등포구,"188,853","41,541","11,448","127,771","1,543","7,549",571,"118,108","8,094",29,2,"8,063"
2018.1,동작구,"91,703","36,749","8,433","45,314",345,"2,128",93,"42,748","1,207",7,-,"1,201"
2018.1,관악구,"121,821","47,373","16,531","56,160",-,839,133,"55,188","1,757",13,-,"1,744"
2018.1,서초구,"232,956","49,702","14,247","168,122","29,597","2,433","1,005","135,086",885,222,5,658
2018.1,강남구,"313,262","64,060","8,028","239,925","3,246","5,143",832,"230,705","1,249",64,-,"1,185"
2018.1,송파구,"193,494","66,288","7,051","117,018","4,197","6,265",353,"106,204","3,137",67,0,"3,070"
2018.1,강동구,"106,583","38,631","4,242","61,640",-,"11,199",188,"50,253","2,070",99,1,"1,970"
2018.11,합계,"3,460,909","1,030,272","272,227","2,029,529","119,309","55,188","8,055","1,846,978","128,881","1,266",169,"127,447"
2018.11,종로구,"126,600","19,850","14,208","87,089",-,226,248,"86,614","5,453",4,47,"5,402"
2018.11,중구,"177,104","14,975","8,369","137,112",-,24,"1,166","135,923","16,648",2,13,"16,633"
2018.11,용산구,"102,191","29,377","22,668","48,759",461,495,55,"47,748","1,386",3,-,"1,383"
2018.11,성동구,"165,842","32,872","25,497","88,056","16,137","4,889",281,"66,749","19,417",35,23,"19,358"
2018.11,광진구,"121,278","35,230","7,628","75,887","23,980","5,387",285,"46,235","2,533",16,6,"2,511"
2018.11,동대문구,"104,960","37,227","9,933","51,859","4,777",727,182,"46,173","5,941",22,6,"5,914"
2018.11,중랑구,"82,096","38,883","2,763","35,868",153,480,166,"35,069","4,583",31,3,"4,550"
2018.11,성북구,"107,534","44,989","16,790","42,092",-,"1,428",132,"40,531","3,663",16,1,"3,646"
2018.11,강북구,"68,578","30,886","4,065","30,769",-,648,72,"30,050","2,858",14,0,"2,843"
2018.11,도봉구,"67,613","33,894","3,663","25,984",-,532,108,"25,344","4,073",30,-,"4,042"
2018.11,노원구,"113,445","53,644","12,156","44,769",-,"1,220",326,"43,223","2,877",31,-,"2,846"
2018.11,은평구,"106,239","48,215","5,822","51,026","11,180",780,183,"38,882","1,176",15,2,"1,159"
2018.11,서대문구,"92,290","32,603","22,163","36,285",-,"1,000",30,"35,255","1,240",5,0,"1,234"
2018.11,마포구,"155,234","42,333","11,004","100,097",960,784,938,"97,415","1,799",20,0,"1,779"
2018.11,양천구,"123,530","47,594","4,223","70,209",-,650,232,"69,326","1,504",14,9,"1,480"
2018.11,강서구,"188,165","60,557","18,795","104,121","2,433",446,288,"100,954","4,691",385,8,"4,298"
2018.11,구로구,"137,178","42,610","4,467","81,392","19,161",723,153,"61,356","8,708",18,38,"8,652"
2018.11,금천구,"120,767","23,451","1,865","74,600",-,323,123,"74,154","20,850",14,1,"20,836"
2018.11,영등포구,"191,549","43,492","11,754","127,805","1,557","7,230",594,"118,424","8,498",27,3,"8,467"
2018.11,동작구,"95,027","38,858","9,367","45,636",434,"2,030",91,"43,081","1,166",8,-,"1,158"
2018.11,관악구,"127,556","50,168","18,456","57,071",-,861,116,"56,095","1,861",15,-,"1,847"
2018.11,서초구,"240,294","51,791","14,618","172,887","30,476","2,395",937,"139,080",998,281,6,711
2018.11,강남구,"330,074","66,151","9,268","253,288","3,257","5,091",786,"244,154","1,368",72,-,"1,296"
2018.11,송파구,"204,293","70,208","7,751","123,003","4,342","6,024",355,"112,282","3,331",73,0,"3,258"
2018.11,강동구,"111,471","40,414","4,935","63,863",-,"10,796",207,"52,860","2,259",113,1,"2,144"
2018.12,합계,"3,949,238","1,088,950","337,343","2,381,273","124,901","56,815","10,353","2,189,203","141,672","1,375",200,"140,098"
2018.12,종로구,"148,064","20,735","17,135","104,486",-,217,250,"104,018","5,709",8,53,"5,648"
2018.12,중구,"204,607","16,075","10,912","158,976",-,24,"1,131","157,822","18,644",2,16,"18,625"
2018.12,용산구,"116,104","31,372","25,498","57,727",432,502,62,"56,730","1,507",3,-,"1,504"
2018.12,성동구,"183,595","34,654","28,044","99,346","16,686","5,002",303,"77,355","21,550",35,28,"21,487"
2018.12,광진구,"136,121","37,348","10,210","85,720","25,348","5,541",297,"54,534","2,843",20,6,"2,816"
2018.12,동대문구,"119,120","39,704","12,909","60,241","4,832",724,175,"54,510","6,266",30,7,"6,229"
2018.12,중랑구,"92,582","41,504","4,248","41,803",226,474,184,"40,920","5,026",34,4,"4,988"
2018.12,성북구,"121,150","47,082","21,083","49,118",-,"1,388",119,"47,611","3,867",16,1,"3,850"
2018.12,강북구,"76,422","32,297","5,227","35,959",-,612,91,"35,256","2,939",17,1,"2,922"
2018.12,도봉구,"74,962","35,120","5,362","30,354",-,509,107,"29,738","4,126",36,-,"4,089"
2018.12,노원구,"127,833","55,611","16,589","52,620",-,"1,173",347,"51,099","3,014",32,-,"2,982"
2018.12,은평구,"116,423","50,357","8,132","56,657","10,866",783,183,"44,824","1,277",20,2,"1,255"
2018.12,서대문구,"105,565","34,814","26,693","42,701",-,974,19,"41,708","1,357",7,0,"1,350"
2018.12,마포구,"180,884","45,495","13,402","120,104",825,787,"3,009","115,483","1,882",19,0,"1,862"
2018.12,양천구,"133,174","49,959","5,825","75,628",-,634,209,"74,785","1,762",14,12,"1,736"
2018.12,강서구,"215,526","64,531","22,098","123,945","2,535",455,296,"120,658","4,953",221,11,"4,721"
2018.12,구로구,"161,803","46,241","6,225","99,277","21,610",770,217,"76,680","10,061",21,42,"9,998"
2018.12,금천구,"138,986","24,712","2,804","88,151",-,319,137,"87,695","23,319",17,1,"23,300"
2018.12,영등포구,"217,040","46,800","13,746","146,940","1,398","7,528",671,"137,343","9,553",27,5,"9,521"
2018.12,동작구,"106,485","40,798","12,295","52,233",427,"2,069",93,"49,644","1,159",8,-,"1,151"
2018.12,관악구,"140,808","52,157","22,717","63,915",-,826,125,"62,964","2,018",18,-,"2,000"
2018.12,서초구,"271,421","54,595","17,052","198,556","32,387","2,452",985,"162,732","1,217",397,7,814
2018.12,강남구,"390,787","70,157","11,958","307,152","3,044","5,728",784,"297,596","1,521",113,-,"1,408"
2018.12,송파구,"242,850","73,788","10,281","155,166","4,285","6,197",359,"144,325","3,614",119,0,"3,495"
2018.12,강동구,"126,927","43,046","6,897","74,498",-,"11,125",199,"63,174","2,487",140,1,"2,346"
2019.01,합계,"4,416,889","1,185,166","371,235","2,702,348","134,106","57,409","10,795","2,500,038","158,139","1,747",243,"156,150"
2019.01,종로구,"165,505","22,682","18,573","118,036",-,227,254,"117,556","6,213",12,65,"6,136"
2019.01,중구,"224,852","17,439","11,870","174,557",-,24,"1,157","173,377","20,986",4,18,"20,963"
2019.01,용산구,"130,464","34,731","27,638","66,382",418,537,68,"65,359","1,713",4,-,"1,710"
2019.01,성동구,"201,405","38,429","30,149","109,333","17,560","4,996",366,"86,411","23,494",36,30,"23,429"
2019.01,광진구,"150,084","40,582","10,399","95,779","27,352","5,451",315,"62,661","3,324",27,6,"3,291"
2019.01,동대문구,"135,701","43,725","14,463","70,306","5,094",750,174,"64,289","7,207",36,9,"7,162"
2019.01,중랑구,"104,585","45,279","4,905","48,565",234,483,202,"47,646","5,836",41,5,"5,790"
2019.01,성북구,"136,265","51,857","22,308","57,757",-,"1,455",119,"56,182","4,343",18,1,"4,325"
2019.01,강북구,"87,430","35,394","6,094","42,683",-,626,94,"41,963","3,258",21,1,"3,236"
2019.01,도봉구,"84,271","37,888","6,407","35,558",-,518,120,"34,920","4,418",47,-,"4,371"
2019.01,노원구,"143,438","60,019","18,588","61,549",-,"1,220",420,"59,909","3,283",35,-,"3,247"
2019.01,은평구,"131,762","55,051","9,259","66,024","11,114",806,212,"53,892","1,428",23,3,"1,402"
2019.01,서대문구,"116,553","37,781","27,804","49,448",-,"1,013",21,"48,414","1,520",8,0,"1,512"
2019.01,마포구,"201,820","49,663","13,961","136,115",826,806,"2,885","131,599","2,082",22,1,"2,059"
2019.01,양천구,"150,401","54,336","7,319","86,531",-,649,247,"85,635","2,214",17,15,"2,182"
2019.01,강서구,"239,060","70,231","23,169","140,281","3,012",455,332,"136,482","5,378",229,11,"5,138"
2019.01,구로구,"180,922","50,734","6,854","112,277","24,419",803,248,"86,806","11,057",32,59,"10,966"
2019.01,금천구,"154,207","27,012","3,186","98,893",-,326,155,"98,412","25,116",19,2,"25,095"
2019.01,영등포구,"243,014","50,888","15,724","164,911","1,495","7,498",723,"155,194","11,492",29,7,"11,456"
2019.01,동작구,"118,557","44,563","13,503","59,203",452,"2,078",108,"56,565","1,288",10,-,"1,278"
2019.01,관악구,"160,732","57,116","27,237","73,884",-,841,133,"72,910","2,495",24,-,"2,472"
2019.01,서초구,"305,045","59,047","19,196","225,290","34,646","2,521","1,046","187,077","1,512",536,8,968
2019.01,강남구,"439,164","74,371","12,698","350,427","3,043","5,884",799,"340,702","1,667",151,-,"1,516"
2019.01,송파구,"268,660","79,386","12,241","173,065","4,442","6,265",392,"161,968","3,967",177,0,"3,790"
2019.01,강동구,"142,990","46,959","7,690","85,494",-,"11,178",207,"74,109","2,847",191,1,"2,655"
2019.02,합계,"4,127,699","1,152,070","335,388","2,491,325","132,779","52,203","10,177","2,296,165","148,917","1,632",219,"147,065"
2019.02,종로구,"153,754","21,472","17,329","108,507",-,218,223,"108,066","6,446",8,62,"6,376"
2019.02,중구,"200,944","16,597","10,328","154,324",-,24,923,"153,377","19,695",4,17,"19,673"
2019.02,용산구,"121,860","33,572","25,925","60,637",402,520,63,"59,652","1,726",4,-,"1,723"
2019.02,성동구,"189,139","37,592","28,774","101,070","17,446","4,376",356,"78,892","21,703",34,27,"21,642"
2019.02,광진구,"142,292","39,459","9,303","90,281","26,676","4,850",302,"58,452","3,249",28,6,"3,215"
2019.02,동대문구,"128,385","42,331","12,475","66,387","5,143",740,191,"60,313","7,193",33,8,"7,152"
2019.02,중랑구,"99,793","43,769","4,392","45,877",198,470,205,"45,004","5,754",42,5,"5,708"
2019.02,성북구,"129,623","51,127","19,545","54,543",-,"1,444",115,"52,983","4,408",17,1,"4,389"
2019.02,강북구,"84,050","34,888","5,370","40,505",-,620,81,"39,805","3,287",21,1,"3,266"
2019.02,도봉구,"80,264","37,193","5,551","33,373",-,519,112,"32,742","4,147",41,-,"4,106"
2019.02,노원구,"135,183","58,726","16,087","57,332",-,"1,213",407,"55,712","3,038",34,-,"3,004"
2019.02,은평구,"127,787","53,823","8,543","64,023","11,761",788,211,"51,263","1,398",22,3,"1,374"
2019.02,서대문구,"107,678","36,504","24,038","45,714",-,980,18,"44,716","1,421",6,1,"1,414"
2019.02,마포구,"188,733","47,937","12,320","126,416",741,789,"2,730","122,156","2,059",20,1,"2,038"
2019.02,양천구,"144,020","53,158","6,555","82,186",-,640,262,"81,284","2,122",17,12,"2,094"
2019.02,강서구,"222,174","68,582","20,888","127,766","2,934",443,324,"124,065","4,938",229,11,"4,698"
2019.02,구로구,"168,903","49,351","6,470","103,246","23,879",786,284,"78,297","9,835",30,48,"9,757"
2019.02,금천구,"140,113","26,538","2,994","87,708",-,315,149,"87,244","22,873",18,2,"22,853"
2019.02,영등포구,"222,144","48,599","14,184","148,661","1,487","6,941",691,"139,542","10,699",27,6,"10,666"
2019.02,동작구,"111,977","43,721","12,097","54,992",436,"1,892",102,"52,562","1,166",9,-,"1,157"
2019.02,관악구,"153,718","55,995","25,205","70,060",-,781,131,"69,147","2,459",27,-,"2,432"
2019.02,서초구,"286,714","56,322","17,610","211,342","33,917","2,088",970,"174,368","1,440",481,8,951
2019.02,강남구,"405,217","70,907","11,701","321,035","3,172","5,441",756,"311,666","1,574",146,-,"1,428"
2019.02,송파구,"249,510","78,103","10,929","156,902","4,587","5,778",374,"146,163","3,576",147,0,"3,428"
2019.02,강동구,"133,725","45,803","6,774","78,439",-,"9,548",199,"68,692","2,709",186,1,"2,521"
2019.03,합계,"3,582,654","1,009,646","294,454","2,145,435","111,251","54,761","7,337","1,972,085","133,119","1,338",175,"131,607"
2019.03,종로구,"131,098","18,884","14,338","91,574",-,198,207,"91,169","6,302",7,51,"6,245"
2019.03,중구,"183,761","14,831","8,667","142,069",-,25,706,"141,338","18,194",2,15,"18,178"
2019.03,용산구,"103,918","28,808","22,327","51,044",449,467,54,"50,074","1,740",4,-,"1,736"
2019.03,성동구,"167,567","32,537","24,534","91,365","14,489","4,826",306,"71,744","19,130",23,20,"19,086"
2019.03,광진구,"120,666","34,075","8,316","75,602","21,752","5,250",254,"48,346","2,673",23,5,"2,644"
2019.03,동대문구,"110,088","37,048","11,022","55,646","4,305",704,169,"50,469","6,372",24,5,"6,342"
2019.03,중랑구,"85,109","38,451","3,524","38,286",166,448,180,"37,492","4,847",33,4,"4,811"
2019.03,성북구,"111,605","44,630","17,225","45,671",-,"1,349",107,"44,215","4,079",15,2,"4,062"
2019.03,강북구,"70,727","29,837","4,629","33,369",-,562,73,"32,734","2,892",16,1,"2,875"
2019.03,도봉구,"67,823","32,041","4,519","27,556",-,473,97,"26,986","3,708",31,-,"3,677"
2019.03,노원구,"116,707","50,858","14,278","48,762",-,"1,099",356,"47,306","2,809",30,-,"2,779"
2019.03,은평구,"108,241","47,058","7,018","52,985","9,861",746,182,"42,196","1,179",19,3,"1,158"
2019.03,서대문구,"95,304","32,175","23,295","38,474",-,918,18,"37,538","1,361",5,0,"1,355"
2019.03,마포구,"163,413","41,370","11,450","108,545",934,719,794,"106,098","2,047",17,0,"2,030"
2019.03,양천구,"129,208","46,963","5,319","75,239",-,594,209,"74,436","1,687",15,10,"1,662"
2019.03,강서구,"195,439","60,478","20,734","109,650","2,538",413,272,"106,426","4,577",248,8,"4,321"
2019.03,구로구,"146,176","43,112","5,450","88,686","19,414",724,223,"68,325","8,927",22,36,"8,869"
2019.03,금천구,"123,715","23,681","2,290","77,708",-,294,128,"77,286","20,036",17,1,"20,018"
2019.03,영등포구,"201,886","43,533","12,666","136,383","1,344","7,711",614,"126,714","9,305",23,5,"9,276"
2019.03,동작구,"96,632","37,753","10,304","47,437",395,"2,075",83,"44,884","1,138",8,-,"1,131"
2019.03,관악구,"130,688","48,055","21,081","59,506",-,793,120,"58,594","2,045",21,-,"2,025"
2019.03,서초구,"248,582","50,550","15,859","181,006","28,564","1,925",902,"149,615","1,167",380,7,781
2019.03,강남구,"348,301","64,712","10,331","271,922","3,077","5,561",756,"262,528","1,335",117,-,"1,218"
2019.03,송파구,"210,193","68,365","9,616","128,930","3,964","6,193",329,"118,445","3,282",93,0,"3,188"
2019.03,강동구,"115,809","39,840","5,661","68,021",-,"10,695",198,"57,128","2,286",145,1,"2,141"
2019.04,합계,"3,591,552","1,055,406","288,182","2,113,258","119,005","54,914","7,494","1,931,846","134,706","1,263",164,"133,279"
2019.04,종로구,"132,294","19,411","14,775","91,473",-,222,225,"91,027","6,634",7,43,"6,584"
2019.04,중구,"181,408","15,156","8,154","139,749",-,24,750,"138,975","18,349",2,12,"18,335"
2019.04,용산구,"104,579","30,149","22,466","50,206",439,497,56,"49,214","1,758",4,-,"1,755"
2019.04,성동구,"170,525","34,154","25,887","90,906","16,334","4,769",286,"69,517","19,578",23,21,"19,535"
2019.04,광진구,"123,399","36,038","7,570","77,122","23,567","5,068",300,"48,187","2,668",21,6,"2,641"
2019.04,동대문구,"110,139","38,553","10,206","54,818","4,769",763,150,"49,136","6,563",25,3,"6,535"
2019.04,중랑구,"85,879","39,832","3,424","37,868",138,463,190,"37,076","4,756",33,4,"4,720"
2019.04,성북구,"112,984","47,121","16,971","44,608",-,"1,456",116,"43,037","4,284",15,2,"4,267"
2019.04,강북구,"71,675","31,502","4,432","32,826",-,613,66,"32,147","2,916",13,1,"2,902"
2019.04,도봉구,"69,294","33,810","4,340","27,245",-,513,105,"26,628","3,898",34,-,"3,864"
2019.04,노원구,"117,594","53,732","13,294","47,738",-,"1,190",341,"46,207","2,830",32,-,"2,798"
2019.04,은평구,"111,699","49,456","6,495","54,542","10,843",800,189,"42,711","1,205",20,3,"1,183"
2019.04,서대문구,"94,894","33,426","22,025","38,041",-,997,18,"37,026","1,402",5,1,"1,397"
2019.04,마포구,"162,296","43,345","10,969","105,787",921,781,658,"103,426","2,196",15,0,"2,180"
2019.04,양천구,"130,333","49,042","5,367","74,293",-,638,236,"73,419","1,631",17,10,"1,604"
2019.04,강서구,"196,339","63,300","20,846","107,700","2,690",444,277,"104,290","4,492",246,8,"4,238"
2019.04,구로구,"145,262","45,089","5,049","86,270","19,035",767,211,"66,256","8,853",21,38,"8,795"
2019.04,금천구,"121,880","24,670","2,192","74,773",-,318,134,"74,320","20,245",18,1,"20,226"
2019.04,영등포구,"199,689","44,407","12,756","133,481","1,530","7,516",650,"123,786","9,044",23,5,"9,017"
2019.04,동작구,"98,751","39,980","9,854","47,735",452,"2,065",92,"45,127","1,182",8,-,"1,174"
